목적지명_통합,목적지X좌표,목적지Y좌표,표시용행정구역,방문건수,구분
가수원도서관,127.348785786719,36.3018308583459,대전광역시 서구,1.0,금요일
가장맛있는족발/공주점,127.13642193234897,36.47259566188321,신관동,2.0,금요일
가화,127.252803188447,36.362713727213,반포면,1.0,금요일
갑부농원,127.273165016316,36.6002366853342,세종특별자치시,1.0,금요일
강길도낙지마을,127.446245781687,36.3623902349513,대전광역시 대덕구,1.0,금요일
개태사,127.2292659281,36.2410010381525,충청남도 논산시,1.0,금요일
개화예술공원,126.657764607041,36.31214489847584,충청남도 보령시,2.0,금요일
건양대학교/창의융합캠퍼스,127.1102351886206,36.18219981371871,충청남도 논산시,2.0,금요일
경기도립안성휴게소의원,127.1324979633412,37.0767729042803,경기도 안성시,1.0,금요일
경기식당,127.23522544296128,36.357058476644696,반포면,5.0,금요일
경리단길,126.991721972247,37.5397580614249,서울특별시 용산구,1.0,금요일
경하온천호텔,127.34960646669764,36.35571176468928,대전광역시 서구,2.0,금요일
계룡산국립공원,127.20216889398792,36.35204797861443,반포면,2.0,금요일
계룡산마루펜션,127.2190893,36.3900986,반포면,6.0,금요일
계룡산식당,127.23529251213444,36.35705676868764,반포면,1.0,금요일
계룡저수지,127.1538675769242,36.35815811293434,계룡면,4.0,금요일
고덕STV,127.01575621526008,37.026510940217385,경기도 평택시,1.0,금요일
고운풍경펜션,127.02382208128,36.529415605836,사곡면,3.0,금요일
고창농악보존회,126.64095599388088,35.38370793766841,전라북도 고창군,1.0,금요일
골프존파크/둔산보라매점,127.38248280581132,36.34683180687397,대전광역시 서구,1.0,금요일
골프존파크/반석원스크린점,127.308539964093,36.391193218011,대전광역시 유성구,2.0,금요일
골프존파크/한솔탑스크린점,127.253004116199,36.4798866960622,세종특별자치시,1.0,금요일
공산성/방문자센터,127.123591543858,36.4648679957674,웅진동,10.0,금요일
공산성본가,127.12213547783271,36.463981556426674,웅진동,5.0,금요일
공산성입구,127.123702643839,36.4650068694618,웅진동,23.0,금요일
공주공산성미디어아트,127.12538483209414,36.46450617494003,웅진동,13.0,금요일
공주북캠프,126.99140843507,36.51463932893,신풍면,11.0,금요일
공주소풍펜션,127.0231555151218,36.52477724280031,사곡면,7.0,금요일
공주시민운동장,127.10917619058864,36.46150718420101,웅진동,31.0,금요일
공주시종합사회복지관,127.13611793925656,36.49472577354481,의당면,1.0,금요일
공주요양병원,126.92849733882952,36.51916623002759,신풍면,1.0,금요일
공주잉크관광호텔,127.13011473270711,36.469784966205495,신관동,25.0,금요일
공주한옥마을,127.108481779296,36.4647290348646,웅진동,171.0,금요일
공휴스테이,127.22429029277748,36.39773776619219,반포면,1.0,금요일
광주과학기술원,126.84160373760274,35.22736538649052,광주광역시 광산구,1.0,금요일
괴곡동느티나무,127.354486429436,36.2861515101584,대전광역시 서구,1.0,금요일
교정기술원,127.1046122596686,37.21442865282438,경기도 화성시,1.0,금요일
교촌치킨/내포1호점,126.67581462457233,36.64746258655308,충청남도 홍성군,1.0,금요일
구룡콘도,127.23053907684552,36.324045858882485,충청남도 계룡시,1.0,금요일
구암도서관,127.330040993171,36.3492501022673,대전광역시 유성구,2.0,금요일
구이산,127.2514485,36.3661664,반포면,3.0,금요일
국군수도병원,127.14907472877496,37.39237156191363,경기도 성남시 분당구,1.0,금요일
국립축산과학원/가축유전자원센터,127.68699849012756,35.719249836853585,경상남도 함양군,1.0,금요일
군산항,126.62882331979957,35.97853118621096,전라북도 군산시,1.0,금요일
궁남지,126.912312816739,36.2696302885166,충청남도 부여군,23.0,금요일
그루잠/공주점,127.254997069678,36.4036257470474,반포면,7.0,금요일
그린종합철물,128.091488767374,35.0870775063875,경상남도 사천시,1.0,금요일
금강기사식당,127.12370666434992,36.46120857817597,웅진동,4.0,금요일
금강신관공원,127.131035302021,36.4675066270259,신관동,492.0,금요일
금강억새단지,127.04590969963698,36.41673732531675,이인면,1.0,금요일
금농헌,127.15744769209448,35.82033731986972,전라북도 전주시 완산구,1.0,금요일
금단양만/세종점,127.278415644576,36.5523233445917,세종특별자치시,1.0,금요일
김형제고기의철학/대전봉명점,127.345524633721,36.3593031045187,대전광역시 유성구,1.0,금요일
꺼먹지명태조림/세종본점,127.232399836616,36.5066253813267,세종특별자치시,2.0,금요일
나라굿당,127.15803361358272,36.32392399408799,충청남도 논산시,1.0,금요일
나성횟집,127.25877255979098,36.491082025824085,세종특별자치시,1.0,금요일
남당항,126.468893603312,36.5369319982009,nan nan,8.0,금요일
남성식당,127.14685730731532,36.49798818565158,의당면,1.0,금요일
네네치킨/신관점,127.13912623627508,36.47488761796978,신관동,1.0,금요일
노라쥬,127.120118055141,36.6400701906947,정안면,2.0,금요일
노을과구름펜션,127.232919224152,36.7745353565398,충청남도 천안시 동남구,1.0,금요일
높은댕이,126.95465099321024,36.31137261865639,충청남도 부여군,1.0,금요일
늘푸른요양원,127.119397451035,36.467312136996,웅진동,2.0,금요일
다락방,127.136368119108,36.4721450179022,신관동,2.0,금요일
다이소/대전한밭대점,127.298056911903,36.349698233949,대전광역시 유성구,3.0,금요일
다이소/세종본점,127.241031392603,36.5111140273818,세종특별자치시,6.0,금요일
다이소/천안불당점,127.106165879212,36.8056584415683,충청남도 천안시 서북구,1.0,금요일
대감댁왕뼈해장국/유성점,127.342613975774,36.3599603318094,대전광역시 유성구,1.0,금요일
대동하늘공원,127.452104471858,36.3319806567248,대전광역시 동구,2.0,금요일
대성전자냉동,127.444891762804,35.3983165764107,전라북도 남원시,1.0,금요일
대손관/본점,127.352754208251,36.35875749595152,대전광역시 유성구,2.0,금요일
대전교육연수원,127.23061044235732,36.3932101234623,반포면,3.0,금요일
대전서노회,127.299416837834,36.3475824741842,대전광역시 유성구,1.0,금요일
대전전통나래관,127.437423722422,36.3349442824817,대전광역시 동구,1.0,금요일
대전컨벤션센터/제2전시장,127.3893243743184,36.37513538590228,대전광역시 유성구,1.0,금요일
대전코젤병원,127.32675534843236,36.30087205573082,대전광역시 서구,2.0,금요일
대천항수산시장,126.50604972654692,36.32657020865504,충청남도 보령시,2.0,금요일
대청병원,127.37047515292709,36.308246919138384,대전광역시 서구,1.0,금요일
대한적십자사/중부혈액검사센터,127.442159382683,36.3538118538907,대전광역시 동구,1.0,금요일
동경홈마트,127.139895569158,36.473672642003,신관동,1.0,금요일
동서가구/청양대리점,126.804430780812,36.4505780146477,충청남도 청양군,1.0,금요일
동학사벚꽃길,127.25560681793011,36.3646901333902,반포면,2.0,금요일
동학사약국,127.2523437,36.361712,반포면,2.0,금요일
두정도서관,127.134455906662,36.834737447134,충청남도 천안시 서북구,2.0,금요일
디그레이,127.229943133577,36.4987720637413,세종특별자치시,2.0,금요일
디아이지에어가스/공주특수가스공장,127.07226306530514,36.43273247474543,금학동,1.0,금요일
뚱보아저씨수제돈가스/공주점,127.15009959326396,36.47735305613296,월송동,2.0,금요일
라루체,127.25262858320627,36.35977596024213,반포면,7.0,금요일
라임휴로즈마리펜션,127.265579829358,36.362908224658,반포면,1.0,금요일
라피스라줄리,127.156171826355,36.481644050016,월송동,2.0,금요일
레퓨지앤스트랭스,127.12215171411977,36.44969064144698,중학동,1.0,금요일
롯데마트/상당점,127.51615072604488,36.62039777110285,충청북도 청주시 상당구,1.0,금요일
롯데백화점/수원점,126.9985231516336,37.26449820456967,경기도 수원시 권선구,1.0,금요일
롯데시네마/대전관저,127.333718575402,36.3025443444665,대전광역시 서구,3.0,금요일
롯데시티호텔/대전,127.393033915649,36.3761920277723,대전광역시 유성구,6.0,금요일
롯데알미늄/평택공장,127.0748700610098,37.03561808455977,경기도 평택시,2.0,금요일
롯데하이마트/공주점,127.133757236733,36.4725616218155,신관동,4.0,금요일
롱디커피,127.1971569972306,36.444144367540346,월송동,19.0,금요일
루미나,127.2037667072949,37.68841482509668,경기도 남양주시,1.0,금요일
루치아의뜰,127.12378144935764,36.45378954739816,중학동,22.0,금요일
마곡사미식정순두부/[한식],127.01955494054164,36.5565533432422,사곡면,8.0,금요일
마스터플랜스터디카페/공주중동점,127.12433126915867,36.454746447812056,중학동,1.0,금요일
만리포글램핑,126.1479587342213,36.79655333022645,충청남도 태안군,1.0,금요일
맘스터치/공주중동점,127.124278431527,36.454184463548,중학동,3.0,금요일
맛나감자탕/홍성1호점,126.656147348575,36.5983163106578,충청남도 홍성군,1.0,금요일
매일연합의원,127.25933855726096,36.50719616429905,세종특별자치시,1.0,금요일
매향,127.12161594927552,36.4655850923676,웅진동,39.0,금요일
맥도날드/대전가장DT점,127.38892773742452,36.33439279748231,대전광역시 서구,2.0,금요일
맥도날드/대전부사DT점,127.43177233174892,36.319822360697664,대전광역시 중구,2.0,금요일
먹보,127.134479399374,36.4720339084484,신관동,2.0,금요일
메가박스/공주,127.13889565917869,36.47356153772956,신관동,21.0,금요일
메가커피/공주대점,127.13756750881038,36.472303348687504,신관동,17.0,금요일
메콩타이/세종호수공원점,127.27155023882209,36.50419247951346,세종특별자치시,2.0,금요일
명륜진사갈비/대전가오점,127.454783218135,36.303057120118,대전광역시 동구,1.0,금요일
명소화/청주동남지구점,127.516828939743,36.616492939809,충청북도 청주시 상당구,1.0,금요일
명옥헌삼대진곰탕,127.38962695413362,36.33970926481137,대전광역시 서구,1.0,금요일
모다아울렛/천안아산점,127.101221391152,36.798549373812,충청남도 아산시,3.0,금요일
모어유,127.314284199696,36.3905113754918,대전광역시 유성구,1.0,금요일
모퉁이부엌,127.05365494942504,35.99227657867383,전라북도 익산시,1.0,금요일
못골어린이공원,129.090132663025,35.1396607651995,부산광역시 남구,1.0,금요일
몽산포항,126.271732270226,36.6698805247718,nan nan,1.0,금요일
몽산포해수욕장,126.286618718734,36.6693903127328,충청남도 태안군,1.0,금요일
무령왕릉,127.11384243512126,36.46225712576811,웅진동,394.0,금요일
무릉관광펜션,127.1657267814,36.45375839758,월송동,1.0,금요일
무인호텔J2,127.24128942927894,36.35841850562065,반포면,1.0,금요일
무진골식당,127.42788318953892,36.45256667582464,대전광역시 대덕구,1.0,금요일
문경신소재,128.28380449361,36.7084276487939,경상북도 문경시,1.0,금요일
문헌서원,126.78555563245396,36.09169946116623,충청남도 서천군,1.0,금요일
물고기의꿈,127.1391940096306,36.478219406091085,신관동,1.0,금요일
바디앤솔필라테스/고운점,127.235612205362,36.5190586114548,세종특별자치시,1.0,금요일
바른찬,127.13603776717572,36.47399149006134,신관동,4.0,금요일
바보아저씨,127.134284969261,36.4723672026274,신관동,2.0,금요일
바인밸리,127.099787458622,36.5376095553946,정안면,9.0,금요일
박물관옆돈까스,127.126063997156,36.4546331734096,옥룡동,3.0,금요일
박찬호기념관,127.126702430036,36.4590353458374,웅진동,7.0,금요일
반산낚시,126.86837538614,36.2725062630451,충청남도 부여군,1.0,금요일
밥꽃하나피었네/[한식],127.17741782311612,36.33251130000838,충청남도 논산시,6.0,금요일
방광마을회관,127.463362690734,35.2612575375331,전라남도 구례군,1.0,금요일
배떡/기흥역점,127.1121105986388,37.27576220577517,경기도 용인시 기흥구,1.0,금요일
배스킨라빈스/공주신관점,127.13786872748544,36.47372696084254,신관동,3.0,금요일
백제CC,126.7906679373248,36.34755073965464,충청남도 부여군,2.0,금요일
백제문화단지,126.906673511388,36.3063152681079,충청남도 부여군,159.0,금요일
버거킹/대전반석DT점,127.3161734638092,36.390786653636326,대전광역시 유성구,1.0,금요일
별무리학교,127.505500452778,36.0013371202827,충청남도 금산군,1.0,금요일
병천순대거리,127.29791431805428,36.75999144715513,충청남도 천안시 동남구,5.0,금요일
보림정사,127.120674687764,36.5151122456421,우성면,1.0,금요일
보통저수지,126.97444531271816,37.19311266953502,경기도 화성시,1.0,금요일
복짜장/[중식],127.121397297498,36.464562462293,웅진동,8.0,금요일
봄날처럼펜션,127.244998363212,36.3586030383375,반포면,1.0,금요일
부자쌈밥,127.11022910558304,36.81029546728432,충청남도 천안시 서북구,1.0,금요일
부짓집돼지국밥,127.124035999509,36.4591742033698,웅진동,1.0,금요일
북경깐풍기/[중식],127.13651849325232,36.47023557226464,신관동,7.0,금요일
북계1리마을회관,127.12336349912,36.5609904841027,정안면,2.0,금요일
브루힐,127.353363048705,36.3088069896418,대전광역시 서구,1.0,금요일
블랙펄호텔,127.129479856424,36.470700698052,신관동,7.0,금요일
블레스롤/천안신불당점,127.104553972671,36.81025012983,충청남도 천안시 서북구,1.0,금요일
빵매김밥,127.130702460893,36.4719665635494,신관동,1.0,금요일
산성골숯불구이,127.386742222093,36.301887131485,대전광역시 중구,1.0,금요일
삼부자손두부집,127.2483738,36.3602939,반포면,7.0,금요일
삼육오연합의원,126.592356768491,36.3525972485068,충청남도 보령시,1.0,금요일
상서교회,126.67647139792372,35.68676725034763,전라북도 부안군,1.0,금요일
상천보건진료소,126.76778432461,36.2347915181881,충청남도 부여군,1.0,금요일
새궁전해물손칼국수,127.148135684345,36.476808863945,월송동,1.0,금요일
서가앤쿡/아산신정호수점,126.98008319893869,36.77663421767611,충청남도 아산시,2.0,금요일
서대산드림캠핑파크,127.53522589540044,36.23544546929531,충청남도 금산군,1.0,금요일
선지교회,127.150200025454,36.4939481668561,월송동,2.0,금요일
성곡사,127.070012607298,36.5070295401179,우성면,3.0,금요일
세븐일레븐/공주신관현대점,127.13567378266,36.4669789364809,신관동,8.0,금요일
세븐일레븐/세종고운프라디움점,127.23969646234023,36.50249266437904,세종특별자치시,1.0,금요일
세종레스텔,127.2816548034,36.5621886977732,세종특별자치시,2.0,금요일
세종성모소아청소년과의원,127.28970662086697,36.47862452185933,세종특별자치시,1.0,금요일
세종태평양약국,127.27654767637377,36.4715501039495,세종특별자치시,1.0,금요일
세종호수공원,127.2733013064574,36.498069637849945,세종특별자치시,71.0,금요일
세한대학교/당진캠퍼스,126.7805486951239,36.87527590475408,충청남도 당진시,5.0,금요일
소노벨/천안,127.22408069571053,36.757402292962034,충청남도 천안시 동남구,3.0,금요일
소담서점/한솔점,127.251506709732,36.4757796748576,세종특별자치시,1.0,금요일
소도둑/대전송촌점,127.43976871108148,36.3633442590563,대전광역시 대덕구,1.0,금요일
속리산국립공원/법주사지구,127.827639210311,36.5350841324978,충청북도 보은군,1.0,금요일
솔다리펜션가든,127.031710045438,36.5543572470681,사곡면,1.0,금요일
솔반,127.22111106353,36.4180683464055,반포면,6.0,금요일
솔약국,127.123341622328,36.4585631579145,중학동,2.0,금요일
수덕사/견성암,126.619387675188,36.6628626633137,충청남도 예산군,1.0,금요일
순천향대학교,126.93150466943824,36.76998575009645,충청남도 아산시,2.0,금요일
스타벅스/대전관저점,127.338057467418,36.2987075311215,대전광역시 서구,2.0,금요일
스타벅스/대전신탄진DT점,127.41989799541452,36.44874978917227,대전광역시 대덕구,1.0,금요일
스타벅스/대전유천DT점,127.398231229567,36.3183878790583,대전광역시 중구,1.0,금요일
스타벅스/천안쌍용역점,127.122161568094,36.7930941969225,충청남도 천안시 서북구,1.0,금요일
스테이아야나,127.422563705168,36.4326699965274,대전광역시 대덕구,2.0,금요일
시드니모텔,127.13039644694,36.470089661986,신관동,5.0,금요일
식장산,127.48111139874166,36.29971072880948,대전광역시 동구,2.0,금요일
식탐,127.13768374080536,36.47658193328182,신관동,6.0,금요일
신계룡산갑사펜션,127.17846902009435,36.37332044007735,계룡면,6.0,금요일
신관동공원공영주차장,127.13589625867904,36.47268733041702,신관동,31.0,금요일
신관동성당,127.148339246169,36.4754224917107,월송동,1.0,금요일
신광강판인쇄,126.755682903626,36.6753494434884,충청남도 예산군,1.0,금요일
신달교회,126.97438420311,36.5997611832572,유구읍,1.0,금요일
신세계백화점/센텀시티점,129.12907174004943,35.16864392798528,부산광역시 해운대구,1.0,금요일
신원사,127.183948435992,36.3357163988222,계룡면,29.0,금요일
신풍휴게소/당진방향 [당진상주선],126.99943545237,36.5197221279298,신풍면,2.0,금요일
심마니약초오리백숙,127.1218290772092,36.46295891854936,웅진동,2.0,금요일
써미트컨트리클럽,127.32535931336687,35.840781236145766,전라북도 진안군,1.0,금요일
아우내엄나무순대,127.29640795927996,36.75852368758733,충청남도 천안시 동남구,1.0,금요일
아인하우스/1호점,127.12384068383196,36.453893842336406,중학동,4.0,금요일
아임케이크,127.126071174985,36.4597571850352,웅진동,1.0,금요일
야미도선착장,126.4890945173668,35.84084042565436,전라북도 군산시,1.0,금요일
어부사,126.43208076743034,36.93964480877986,충청남도 서산시,1.0,금요일
어씨네본가,127.209223085581,36.434344199308,반포면,9.0,금요일
어울림펜션,126.98818601147435,36.56999409802551,유구읍,3.0,금요일
엉터리해장국/둔산점,127.37699695647804,36.352717691948975,대전광역시 서구,1.0,금요일
에니켐텍,127.07305861461089,36.43224824844617,금학동,1.0,금요일
엑스포코아,127.405871299449,36.4001057653811,대전광역시 유성구,4.0,금요일
엔마트/예산점,126.837235922965,36.6927148181029,충청남도 예산군,1.0,금요일
엔씨켐,127.087653133572,37.1811963016508,경기도 화성시,1.0,금요일
엔학고레,127.26591281595,36.398098663302,반포면,92.0,금요일
여의도한강공원,126.93512931714196,37.52638860108943,서울특별시 영등포구,1.0,금요일
연구단지종합운동장,127.356478122541,36.3842478236091,대전광역시 유성구,1.0,금요일
연잎담,126.90119954951648,36.27485574948831,충청남도 부여군,2.0,금요일
염전해변캠핑장,129.410018412505,36.9741589952109,경상북도 울진군,1.0,금요일
영목항,126.427643173593,36.3996834855087,nan nan,1.0,금요일
영빈관,127.107537419678,36.464645705551,웅진동,2.0,금요일
영진식당,127.12359164511184,36.45881811328523,중학동,1.0,금요일
예가촌,127.1212673907367,36.4636396128315,웅진동,17.0,금요일
예당글로리아펜션,126.78772014349975,36.60332183210279,충청남도 예산군,1.0,금요일
예산상설시장,126.84974907731583,36.67670107488237,충청남도 예산군,70.0,금요일
오늘제빵소/대전점,127.30667950780388,36.28943962923193,대전광역시 유성구,2.0,금요일
오드리피싱,126.558423583468,35.9456159146911,전라북도 군산시,2.0,금요일
오룡웰빙파크,127.16233414748405,36.81272282139447,충청남도 천안시 동남구,1.0,금요일
오스트리아빈,127.28883215473,36.3615983954422,대전광역시 유성구,4.0,금요일
오조커피,127.1406927455638,36.4980520933716,의당면,4.0,금요일
온빛자연휴양림,127.25153584425472,36.20666662958455,충청남도 논산시,2.0,금요일
올리브영/공주중동점,127.124869288371,36.4558412550342,중학동,6.0,금요일
올리브영/대전노은역점,127.31916174961322,36.37360597385179,대전광역시 유성구,1.0,금요일
올리브영/세종새롬점,127.2503621143766,36.48660950212679,세종특별자치시,1.0,금요일
와인곳간/세종시청점,127.289353754461,36.4779567186235,세종특별자치시,1.0,금요일
요룡저수지,127.13975618906512,36.52980512457365,의당면,2.0,금요일
우곤교회,127.00117857624,36.1968960459987,충청남도 논산시,1.0,금요일
우리밀농산,128.11346246563957,35.850682540906554,경상북도 성주군,1.0,금요일
우전레미콘,127.18732347381932,36.23095542388683,충청남도 논산시,1.0,금요일
웅진가든,126.95931740698862,36.55092916353457,유구읍,1.0,금요일
웅진식품/유구공장,126.96635478633,36.5518293814835,유구읍,1.0,금요일
웅천퍼스트시티,127.67593095899618,34.74207842305692,전라남도 여수시,1.0,금요일
원진노기순청국장,127.1228730040612,36.46563256764945,웅진동,18.0,금요일
월류봉,127.88768930776976,36.22828857826684,충청북도 영동군,1.0,금요일
유구제재소,126.955316113707,36.5558841470712,유구읍,1.0,금요일
유구핑크뮬리정원,126.956107,36.549649,유구읍,61.0,금요일
은성불고기,127.152422165194,36.481088535891,월송동,4.0,금요일
은용골농장가든,127.197379601024,36.4835755760123,세종특별자치시,1.0,금요일
이리추어탕,127.262386612243,36.5182890078946,세종특별자치시,2.0,금요일
이마트/안성점,127.255986385207,37.0127233340865,경기도 안성시,1.0,금요일
이마트/천안점,127.12699660303583,36.796068212457484,충청남도 천안시 동남구,4.0,금요일
이마트/평택점,127.075534580484,37.0211175184242,경기도 평택시,1.0,금요일
이마트24/공주곰나루점,127.1467920592025,36.47199922412446,월송동,1.0,금요일
이마트24/논산내동점,127.096726503294,36.187754805444,충청남도 논산시,1.0,금요일
이마트24/아산신창신일점,126.95283029851404,36.793152982810106,충청남도 아산시,1.0,금요일
이순신빙상장체육관,127.02446247383006,36.76952716220382,충청남도 아산시,1.0,금요일
일대일뼈찜대감자탕/쌍용점,127.125968894265,36.7945500289817,충청남도 천안시 동남구,1.0,금요일
자담치킨/공주신관점,127.134423850502,36.471839485859,신관동,1.0,금요일
자운레스텔,127.337883067121,36.4081035525011,대전광역시 유성구,1.0,금요일
장금이네,126.95102610018478,36.54880619957193,유구읍,1.0,금요일
장내과의원,127.1241391602478,36.459922320423416,웅진동,1.0,금요일
장백양꼬치/수청점,127.06554390581825,37.17076646086274,경기도 오산시,1.0,금요일
장터/본점,126.3834086162,34.7848744820571,nan nan,1.0,금요일
장호덕손만두/대전반석점,127.311698008418,36.3923916862037,대전광역시 유성구,1.0,금요일
저스트스테이호텔/충북대점,127.460918626392,36.6345070397771,충청북도 청주시 서원구,1.0,금요일
전주종합경기장,127.1263466876197,35.83897421079977,전라북도 전주시 덕진구,1.0,금요일
정담펜션,127.251303125229,36.384572340156,반포면,1.0,금요일
정안보건지소,127.12011276053408,36.60872524036709,정안면,1.0,금요일
제주은희네해장국/대전갈마점,127.36793802586,36.3509679105684,대전광역시 서구,2.0,금요일
족대표,127.374801782842,36.3305376331732,대전광역시 서구,1.0,금요일
종촌종합복지센터,127.246768864149,36.5025124893535,세종특별자치시,1.0,금요일
증산도교육문화회관,127.424476181316,36.3594668538395,대전광역시 대덕구,2.0,금요일
진국집,126.4519677969075,36.78260584448284,충청남도 서산시,1.0,금요일
진짜배기명태촌/세종고운점,127.23532961078138,36.50168310861864,세종특별자치시,1.0,금요일
처갓집양념치킨/송강점,127.38549806889176,36.43301170925007,대전광역시 유성구,1.0,금요일
천안리턴병원,127.10977325974876,36.82068568698122,충청남도 천안시 서북구,1.0,금요일
천의감리교회,126.569579211234,36.886193442163,충청남도 당진시,1.0,금요일
청주365일의원,127.448409223275,36.6175234003149,충청북도 청주시 서원구,1.0,금요일
청주본가/오창점,127.427518102719,36.7169366756097,충청북도 청주시 청원구,1.0,금요일
청주서부교회,127.4799623784877,36.639215030644166,충청북도 청주시 서원구,1.0,금요일
초대교회,127.137229113315,36.4766445096397,신관동,1.0,금요일
최모자양푼갈비,126.718437790203,35.9610404406021,전라북도 군산시,1.0,금요일
춘장대해수욕장,126.52271060325948,36.16335176445686,충청남도 서천군,6.0,금요일
충청남도역사문화연구원,127.146755930577,36.4891709139896,월송동,4.0,금요일
칠백의총,127.49265158593322,36.13023978363345,충청남도 금산군,2.0,금요일
칠지공원,126.897748489516,36.2891673637129,충청남도 부여군,2.0,금요일
카체르,127.250192324514,36.361019460351,반포면,1.0,금요일
카페세종리,127.271048533796,36.4909141902519,세종특별자치시,1.0,금요일
카페폰드,127.10202313614258,36.4508670766966,웅진동,6.0,금요일
카페해피어,127.112574848295,36.1850445449144,충청남도 논산시,1.0,금요일
커피이도,127.13512374602963,36.4704051315683,신관동,6.0,금요일
쿠우쿠우/서산점,126.456491118251,36.7785175626637,충청남도 서산시,1.0,금요일
크린토피아코인워시/대전궁동점,127.353200230326,36.3613028970062,대전광역시 유성구,1.0,금요일
탑마트/고성점,128.31255124510426,34.9763435866954,경상남도 고성군,1.0,금요일
탑모텔,127.13277703607872,36.46960891258665,신관동,5.0,금요일
토종선지뼈다귀해장국,127.243777168768,36.2882596657534,충청남도 계룡시,1.0,금요일
통천포낚시터,127.04766867472917,36.47612349571573,우성면,1.0,금요일
통천포요양센터,127.04876476961,36.4766717709986,우성면,2.0,금요일
투썸플레이스/대전자운대점,127.35169538507544,36.39332957369892,대전광역시 유성구,1.0,금요일
트레이더스 홀세일 클럽/천안아산점,127.10570281034624,36.7964999496216,충청남도 아산시,5.0,금요일
파리바게뜨/공주유구점,126.95204822530462,36.5504073092665,유구읍,2.0,금요일
파스쿠찌/계룡DT점,127.248261741246,36.2842888165024,충청남도 계룡시,1.0,금요일
팔팔청과상회,127.12117513888,36.4596463550936,웅진동,2.0,금요일
펫마트/익산점,126.993721274181,35.9598348543456,전라북도 익산시,1.0,금요일
평월리경로당,126.698227725519,35.4813020945464,전라북도 고창군,1.0,금요일
퐁당샤브/공주점,127.140812150738,36.474061491885,신관동,5.0,금요일
피엔비우창/금산공장,127.476738517171,36.1579053037576,충청남도 금산군,1.0,금요일
피자나라치킨공주/충남공주대점,127.13277372719,36.47479783936477,신관동,3.0,금요일
피자마루/공주중동점,127.124230471202,36.4541747747206,중학동,1.0,금요일
하나로마트/북대전농협관평점,127.388751133701,36.4238381362984,대전광역시 유성구,1.0,금요일
하나로마트/오룡점,127.407900285989,36.3258386609939,대전광역시 중구,1.0,금요일
하나로마트/의당농협본점,127.139617582993,36.4996974489154,의당면,13.0,금요일
하나로마트/이인농협,127.0630561202638,36.36154240678067,이인면,2.0,금요일
하나로마트/탄천농협본점,127.02734500245708,36.33084769268389,탄천면,4.0,금요일
하인선생/세종점,127.26068752128282,36.49435806753246,세종특별자치시,1.0,금요일
학암포선착장,126.206579906177,36.9024537786532,nan nan,1.0,금요일
한국교통대학교/충주캠퍼스,127.8725227612214,36.97004926257056,충청북도 충주시,1.0,금요일
한국자연사박물관,127.24485941664612,36.36640770435023,반포면,9.0,금요일
한마음냉면,127.318506944492,36.2984764360827,대전광역시 유성구,2.0,금요일
한밭수목원,127.38801706985068,36.36994889192411,대전광역시 서구,14.0,금요일
한솥도시락/공주대후문앞점,127.13728473346828,36.468867619327895,신관동,4.0,금요일
할리스/대전도안마을점,127.344273284326,36.3511745105926,대전광역시 유성구,1.0,금요일
행복한오리,127.14299540853052,36.476483112457984,신관동,1.0,금요일
혜간헌,127.11620065564546,36.46223458859914,웅진동,2.0,금요일
호두나무집,127.12326619455187,36.45524176930624,중학동,1.0,금요일
호서대학교/천안캠퍼스,127.18349338259668,36.827419772005705,충청남도 천안시 동남구,3.0,금요일
호텔스탕달,127.344632503137,36.3568472759764,대전광역시 유성구,2.0,금요일
호텔인터시티,127.347865496643,36.3542965935945,대전광역시 서구,5.0,금요일
홈플러스/세종점,127.25895668673924,36.50750068288009,세종특별자치시,23.0,금요일
화로상회/아산터미널점,127.0157878705973,36.78235512104701,충청남도 아산시,1.0,금요일
회떠,127.136729187888,36.4732837789943,신관동,4.0,금요일
후라이드참잘하는집/공주신관점,127.145311728488,36.476477909178,월송동,2.0,금요일
14-2동 임시주차장/정부세종청사,127.267012356123,36.4985578860361,세종특별자치시,0.16666666666666666,주말
1894스트리트,127.12341006895858,36.45880743593976,중학동,0.3333333333333333,주말
24시전주명가콩나물국밥/공주점,127.13345324533223,36.46930582803515,신관동,0.8333333333333334,주말
333라이브,127.429172117312,36.7132577650928,충청북도 청주시 청원구,0.16666666666666666,주말
60계치킨/충남공주신관점,127.136590314593,36.472922708262,신관동,0.16666666666666666,주말
70년소머리국밥,126.66819495634503,36.60145398180452,충청남도 홍성군,0.16666666666666666,주말
79네수육국밥&철판/성정점,127.1404524265022,36.82807583746471,충청남도 천안시 서북구,0.16666666666666666,주말
AK&/세종,127.25884617420112,36.50112975739499,세종특별자치시,0.3333333333333333,주말
BBQ/남산타운점,127.00611976971528,37.54755273921908,서울특별시 중구,0.16666666666666666,주말
BBQ/대전스마트시티점,127.3945698960552,36.37603737019999,대전광역시 대덕구,0.16666666666666666,주말
BBQ/대전자운대점,127.340808213884,36.4131516889565,대전광역시 유성구,0.16666666666666666,주말
BBQ/대전한밭대점,127.30389522950816,36.34216590400212,대전광역시 유성구,0.16666666666666666,주말
BRT작은미술관,127.2619010284565,36.481520226068106,세종특별자치시,0.16666666666666666,주말
CGV/당진,126.630199821504,36.9019828613395,충청남도 당진시,0.16666666666666666,주말
CGV/대전,127.4084298628586,36.32061362411971,대전광역시 중구,0.16666666666666666,주말
