목적지명_통합,목적지X좌표,목적지Y좌표,방문건수,표시용행정구역,festival_period,is_weekend,요일
컨티뉴호텔/대전점,127.36279938592608,36.35658622729638,4.0,대전광역시 서구,전체기간,0,Thursday
컴포즈커피/공주신관점,127.14020929369514,36.473238018618886,16.0,신관동,전체기간,0,Friday
컴히얼/청당점,127.1537133114795,36.78337514107476,1.0,충청남도 천안시 동남구,전체기간,1,Saturday
케이골프로스트볼아울렛,127.256169063415,36.4874298464735,1.0,세종특별자치시,전체기간,0,Thursday
케이마트,127.134312727931,36.4742281016163,19.0,신관동,전체기간,0,Wednesday
케이알시스,126.89459862475012,37.44497224007522,1.0,경기도 광명시,전체기간,0,Thursday
케이원전자,127.11844848452,36.8643467512572,1.0,충청남도 천안시 서북구,전체기간,0,Wednesday
케이프타운,127.1433619,36.4616519,1.0,옥룡동,전체기간,0,Friday
케키룸,127.25851090299284,36.4838778389899,1.0,세종특별자치시,전체기간,1,Saturday
켄싱턴리조트/지리산남원,127.38493783820176,35.40207459167366,2.0,전라북도 남원시,전체기간,1,Saturday
켐옵틱스,127.411402724243,36.4191482826234,1.0,대전광역시 유성구,전체기간,1,Saturday
코다리덕장,127.12735751145674,36.7927562362288,2.0,충청남도 천안시 동남구,전체기간,0,Tuesday
코다리밥상/세종점,127.232878318367,36.4979192837061,1.0,세종특별자치시,전체기간,0,Tuesday
코삼이커피,127.316855489806,36.3679545442875,3.0,대전광역시 유성구,전체기간,1,Sunday
코스비전,127.409710281099,36.3677767385852,1.0,대전광역시 대덕구,전체기간,0,Tuesday
코스타리몬,127.0441737,36.5568247,2.0,사곡면,전체기간,1,Saturday
코알라즉석떡볶이,127.3013438705954,36.48492002508429,1.0,세종특별자치시,전체기간,0,Monday
코알이비인후과의원,127.29940141267068,36.48474197987283,1.0,세종특별자치시,전체기간,1,Sunday
코엑스,127.05882784390124,37.51266138067201,1.0,서울특별시 강남구,전체기간,1,Saturday
코엑스신한카드아티움,127.06154587656545,37.50994346786382,1.0,서울특별시 강남구,전체기간,1,Sunday
코오롱세이브프라자/봉담점,126.942149011311,37.2043536387967,1.0,경기도 화성시,전체기간,0,Wednesday
코웨이/유구공장,126.967326917664,36.5523015553327,5.0,유구읍,전체기간,0,Monday
코웨이/인천공장,126.68930403729674,37.40235329845802,2.0,인천광역시 남동구,전체기간,0,Monday
코이비꼬,127.08006618005312,36.19116284809114,1.0,충청남도 논산시,전체기간,0,Monday
코젤병원,127.34676571543936,36.35174585865307,4.0,대전광역시 유성구,전체기간,0,Wednesday
코지하우스/세종점,127.23827093873,36.4962613221371,2.0,세종특별자치시,전체기간,1,Saturday
코코,127.2007685384208,37.18186957882722,1.0,경기도 용인시 처인구,전체기간,1,Sunday
코트야드바이메리어트/세종,127.26665154650594,36.49586874282185,12.0,세종특별자치시,전체기간,0,Friday
콘벨트/청양점,126.94870371244956,36.416848680413615,2.0,충청남도 청양군,전체기간,0,Friday
콘센트,127.136074978776,36.4713513733342,1.0,신관동,전체기간,1,Sunday
콘타이/세종점,127.30298002535012,36.49241079875561,1.0,세종특별자치시,전체기간,0,Friday
콜마르브레드,127.357036297462,36.362989307346,2.0,대전광역시 유성구,전체기간,1,Sunday
콜마비앤에이치/음성공장,127.462621927695,36.9712033504045,1.0,충청북도 음성군,전체기간,0,Monday
콤폰,127.10334368868598,36.81111264959153,1.0,충청남도 천안시 서북구,전체기간,1,Sunday
콩마니손두부,127.444795106176,36.3627849500971,3.0,대전광역시 대덕구,전체기간,0,Thursday
콩마루손두부,127.121164519955,36.4660650029608,4.0,웅진동,전체기간,1,Saturday
쿠우쿠우/대전유성점,127.3411160968512,36.35526589082494,1.0,대전광역시 유성구,전체기간,0,Tuesday
쿠우쿠우/서산점,126.456491118251,36.7785175626637,1.0,충청남도 서산시,전체기간,0,Friday
쿠우쿠우/세종점,127.26282681344556,36.48337727985648,4.0,세종특별자치시,전체기간,0,Tuesday
쿠우쿠우/천안불당점,127.10867745518938,36.81063300966411,1.0,충청남도 천안시 서북구,전체기간,1,Sunday
쿠우쿠우/향남점,126.91316031610538,37.115882702097394,1.0,경기도 화성시,전체기간,1,Saturday
쿠우쿠우/홍성내포점,126.6789880743,36.6593868350959,1.0,충청남도 홍성군,전체기간,1,Sunday
쿠쿠케이크,127.400692575526,36.3478147952911,1.0,대전광역시 서구,전체기간,0,Tuesday
쿨태국전통마사지,127.134398923063,36.4693148440396,1.0,신관동,전체기간,0,Friday
쿨펫동물병원/탄방점,127.38784728023148,36.346960506975336,1.0,대전광역시 서구,전체기간,0,Monday
쿳카,127.137109599511,36.467087692039,2.0,신관동,전체기간,0,Thursday
퀴즈노스/세종청사점,127.2593229663792,36.48343901532471,1.0,세종특별자치시,전체기간,0,Friday
퀸즈승마장,127.357141916678,36.2709099523276,1.0,대전광역시 서구,전체기간,0,Thursday
큐무인호텔,127.2519134,36.3644141,2.0,반포면,전체기간,0,Thursday
큐브카페,127.112981319764,36.471339418025,14.0,웅진동,전체기간,0,Thursday
크광짐,127.110368709988,36.8107422887274,1.0,충청남도 천안시 서북구,전체기간,0,Friday
크라운호프/공주신관점,127.136173697189,36.4715617499699,3.0,신관동,전체기간,0,Thursday
크라운호프/세종고운점,127.23484669902702,36.51992342573261,1.0,세종특별자치시,전체기간,0,Friday
크로스핏하이썬,127.239197151141,36.4962053994636,1.0,세종특별자치시,전체기간,0,Wednesday
크루1959,127.13619427903,36.4732148397139,2.0,신관동,전체기간,1,Saturday
크리스마스빌딩,127.25261826810866,36.48477629768651,6.0,세종특별자치시,전체기간,0,Wednesday
크리스탈모텔,127.10712079900637,36.46364581719359,1.0,웅진동,전체기간,1,Saturday
크리스피크림도넛/공주신관점,127.14126908542902,36.47330356232877,2.0,신관동,전체기간,1,Saturday
크리스피크림도넛/대전관저점,127.339770166701,36.2993226908451,1.0,대전광역시 서구,전체기간,1,Saturday
크리스피크림도넛/세종청사점,127.26287314167077,36.50699468000208,2.0,세종특별자치시,전체기간,1,Sunday
크리켓사운드,127.425576312535,36.3241314831366,1.0,대전광역시 중구,전체기간,0,Tuesday
크린토피아/GS수퍼공주옥룡점,127.13418653188066,36.45548583179109,3.0,옥룡동,전체기간,0,Wednesday
크린토피아/공주신관터미널점,127.13659885112752,36.46977193906347,2.0,신관동,전체기간,0,Wednesday
크린토피아/대전탄방로데오타운점,127.387971582682,36.3473160676879,2.0,대전광역시 서구,전체기간,0,Wednesday
크린토피아/세종반곡캐슬엔파밀리에디아트점,127.308634913763,36.4982592206127,1.0,세종특별자치시,전체기간,0,Friday
크린토피아/세종소담엘시티점,127.30465891245731,36.48137726921814,1.0,세종특별자치시,전체기간,0,Tuesday
크린토피아/청주사직푸르지오점,127.46901218503214,36.63406724097931,1.0,충청북도 청주시 서원구,전체기간,1,Saturday
크린토피아코인워시/공주교대점,127.1203147,36.4429197,5.0,금학동,전체기간,0,Monday
크린토피아코인워시/대전궁동점,127.353200230326,36.3613028970062,1.0,대전광역시 유성구,전체기간,0,Friday
큰마루곱창,126.7413527593216,36.68689867952124,2.0,충청남도 예산군,전체기간,1,Sunday
큰목골낚시터,127.176836998412,36.4432041104807,2.0,옥룡동,전체기간,0,Monday
큰손설렁탕,126.7909541925154,37.64651727127211,1.0,경기도 고양시 일산동구,전체기간,0,Thursday
큰옷크레빅/대전유성점,127.332993740266,36.3559286367348,1.0,대전광역시 유성구,전체기간,0,Tuesday
큰집아구복,127.005507160663,36.7816045108718,1.0,충청남도 아산시,전체기간,1,Saturday
큰집오리,127.107862346488,36.8039718363603,1.0,충청남도 천안시 서북구,전체기간,1,Saturday
큰통치킨/비하복대점,127.421530672119,36.6412239549263,1.0,충청북도 청주시 흥덕구,전체기간,1,Sunday
클라라하우스/대전점,127.379442077432,36.3843320873719,1.0,대전광역시 유성구,전체기간,1,Saturday
클라임맥스,127.12185329215808,36.78733279207478,1.0,충청남도 천안시 동남구,전체기간,0,Tuesday
클레리아,127.181253566555,36.4103189960207,2.0,계룡면,전체기간,1,Saturday
클레어스,127.14231992258664,36.36216669203495,2.0,계룡면,전체기간,0,Monday
키네스/부천점,126.76679227104208,37.5047701698218,1.0,경기도 부천시,전체기간,1,Sunday
키도펜션,127.111786722165,36.5004194262786,11.0,우성면,전체기간,1,Saturday
키움골프존,126.91352881622,37.1163677440904,1.0,경기도 화성시,전체기간,0,Monday
킨텍스/제2전시장,126.74181470384424,37.664471999043656,1.0,경기도 고양시 일산서구,전체기간,1,Sunday
킨토토/공주점,127.13724365294956,36.47104805533131,9.0,신관동,전체기간,0,Friday
킴스스크린골프,127.14104850640194,36.45562946567759,5.0,옥룡동,전체기간,1,Saturday
킹세종이비인후과의원,127.2622939941324,36.5073852534542,1.0,세종특별자치시,전체기간,0,Wednesday
킹커힐모텔,127.13116018053456,36.46967248926599,3.0,신관동,전체기간,0,Wednesday
타운1967풀빌라,126.33540805459413,36.52443901853407,1.0,충청남도 태안군,전체기간,1,Sunday
타이키카페,127.133064253744,36.7781276069722,1.0,충청남도 천안시 동남구,전체기간,0,Tuesday
타이타닉 모텔,127.148395016698,36.4508419622512,5.0,옥룡동,전체기간,0,Monday
타이틀리스트/대전둔산점,127.38894265462284,36.3488178733646,1.0,대전광역시 서구,전체기간,0,Tuesday
타이허브,127.306165794399,36.3891960239077,1.0,대전광역시 유성구,전체기간,1,Sunday
타임스퀘어,126.90307140055172,37.51710523750273,1.0,서울특별시 영등포구,전체기간,0,Monday
탄방동성당,127.389764061349,36.3453177362212,1.0,대전광역시 서구,전체기간,0,Thursday
탄방엠블병원,127.384043466074,36.3436492562914,3.0,대전광역시 서구,전체기간,1,Saturday
탄천산단주거복지센터,127.061765143964,36.3021361854889,2.0,탄천면,전체기간,1,Sunday
탄천휴게소/논산방향 [천안논산선],127.070097587358,36.319273170492,3.0,탄천면,전체기간,1,Saturday
탈춤공원,128.731701895463,36.560306390662,1.0,경상북도 안동시,전체기간,0,Wednesday
탐앤탐스/사당역점,126.98330411053156,37.47670304939727,1.0,서울특별시 서초구,전체기간,1,Sunday
탐앤탐스/서천점,126.6910344454248,36.083838107033536,1.0,충청남도 서천군,전체기간,0,Friday
탑마트/고성점,128.31255124510426,34.9763435866954,1.0,경상남도 고성군,전체기간,0,Friday
탑마트/공주점,127.14011777805716,36.47295050345481,32.0,신관동,전체기간,0,Wednesday
탑모텔,127.13277703607872,36.46960891258665,5.0,신관동,전체기간,0,Friday
탑정호수변생태공원,127.171309454845,36.1918564990047,2.0,충청남도 논산시,전체기간,1,Saturday
탑클라우드호텔/대전점,127.34944325088574,36.35533825444406,3.0,대전광역시 서구,전체기간,1,Sunday
탑텐/공주신관점,127.1324379179298,36.471215104893744,13.0,신관동,전체기간,0,Wednesday
탑텐/세이탄방점,127.388827930841,36.3470294142071,1.0,대전광역시 서구,전체기간,0,Monday
탑텐/세종파이낸스점,127.2599391599774,36.497525461883214,1.0,세종특별자치시,전체기간,1,Sunday
탑텐/아산풍기점,127.02508959442808,36.77602678788929,1.0,충청남도 아산시,전체기간,0,Monday
탕정보건지소,127.06099984408996,36.79839387695645,1.0,충청남도 아산시,전체기간,0,Monday
탕정제스트베이스볼파크,127.09778926897656,36.82407530490482,1.0,충청남도 아산시,전체기간,0,Tuesday
탕화쿵푸마라탕/반석점,127.31309444708856,36.391507590211134,1.0,대전광역시 유성구,전체기간,0,Thursday
태그25,127.28608577246555,36.42459686342536,4.0,세종특별자치시,전체기간,0,Tuesday
태능설렁탕,127.069043044939,37.2729496722489,1.0,경기도 용인시 기흥구,전체기간,1,Sunday
태안군민체육관,126.3127615394844,36.7549654266269,1.0,충청남도 태안군,전체기간,0,Thursday
태이재한의원,127.300698931303,36.484942378672,1.0,세종특별자치시,전체기간,1,Saturday
태전마트/세종점,127.2300664588808,36.49971173197447,2.0,세종특별자치시,전체기간,1,Saturday
태평루/[중식],127.12323752573258,36.613407263549405,4.0,정안면,전체기간,1,Saturday
태평소곱창,127.39948052577628,36.327961435062406,1.0,대전광역시 중구,전체기간,1,Saturday
태평시장,127.39763448760478,36.32542987351712,2.0,대전광역시 중구,전체기간,0,Monday
태학산자연휴양림,127.09194529031716,36.72860852279285,3.0,충청남도 천안시 동남구,전체기간,1,Sunday
태화식당/[한식],127.01981089775929,36.556483914136834,25.0,사곡면,전체기간,0,Thursday
택이네조개전골/공주점,127.14089903426,36.4735211797232,1.0,신관동,전체기간,1,Sunday
택이네조개전골/대전시청점,127.388605362709,36.3493173204234,1.0,대전광역시 서구,전체기간,1,Sunday
택이네조개전골/세종나성점,127.2581764433232,36.49103825932054,1.0,세종특별자치시,전체기간,1,Saturday
터그,127.35319872187524,36.31063777569112,1.0,대전광역시 서구,전체기간,1,Saturday
터보맥스/본사,127.30057372641367,36.6348428552496,1.0,충청북도 청주시 흥덕구,전체기간,0,Friday
테니스나우,126.879743329477,37.462973806719,3.0,경기도 광명시,전체기간,0,Tuesday
테판마루,127.340760950715,36.3438201632132,1.0,대전광역시 유성구,전체기간,0,Thursday
토담순대/산남점,127.469582034604,36.6131776864801,1.0,충청북도 청주시 서원구,전체기간,0,Monday
토성마을,127.460132467552,36.6812821196634,1.0,충청북도 청주시 청원구,전체기간,1,Saturday
토속식당,127.123008262208,36.4648957669822,5.0,웅진동,전체기간,0,Wednesday
토시래/청주성화점,127.45199009096844,36.61511276865657,1.0,충청북도 청주시 서원구,전체기간,0,Tuesday
토이마켓/청주점,127.51446762517558,36.60178858730187,1.0,충청북도 청주시 상당구,전체기간,1,Sunday
토이벨벳,127.13725745202927,36.47311179038706,4.0,신관동,전체기간,1,Sunday
토정삼계탕/본관,127.13545429139072,36.82876017051468,1.0,충청남도 천안시 서북구,전체기간,0,Thursday
토정펜션,126.52314078004116,36.32722718293004,1.0,충청남도 보령시,전체기간,1,Saturday
토종선지뼈다귀해장국,127.243777168768,36.2882596657534,1.0,충청남도 계룡시,전체기간,0,Friday
토종칼국수/가수원점,127.350890421597,36.3073904046776,1.0,대전광역시 서구,전체기간,1,Sunday
톤톤프리미엄키즈카페,127.11937196803248,36.838000235862765,1.0,충청남도 천안시 서북구,전체기간,1,Saturday
통나무향기펜션,126.52431086921352,36.33134390586368,1.0,충청남도 보령시,전체기간,1,Sunday
통복시장,127.08346537744028,36.99684970489445,2.0,경기도 평택시,전체기간,1,Sunday
통불/전주효자점,127.10521815327282,35.808007450323075,1.0,전라북도 전주시 완산구,전체기간,0,Monday
통천포낚시터,127.04766867472917,36.47612349571573,1.0,우성면,전체기간,0,Friday
통천포요양센터,127.04876476961,36.4766717709986,3.0,우성면,전체기간,1,Sunday
통통공주,127.097859424421,36.1913803328238,1.0,충청남도 논산시,전체기간,0,Wednesday
투다리/신정점,126.98782527223406,36.78758021093042,1.0,충청남도 아산시,전체기간,1,Saturday
투데이무인텔,127.251636586762,36.367018785689,1.0,반포면,전체기간,1,Saturday
투썸플레이스/계룡DT점,127.246368008953,36.2855940489117,2.0,충청남도 계룡시,전체기간,1,Saturday
투썸플레이스/공주신관점,127.14086771228216,36.47283940939427,18.0,신관동,전체기간,1,Sunday
투썸플레이스/공주월송점,127.1507508219661,36.47659651973081,12.0,월송동,전체기간,0,Monday
투썸플레이스/대전대서문점,127.457435457867,36.3339681901154,2.0,대전광역시 동구,전체기간,0,Tuesday
투썸플레이스/대전신성점,127.3536811721451,36.38558716658385,1.0,대전광역시 유성구,전체기간,0,Monday
투썸플레이스/대전용전DT점,127.43529373008072,36.35629095438919,1.0,대전광역시 동구,전체기간,1,Saturday
투썸플레이스/대전월평본점,127.36413702750278,36.35649564561975,1.0,대전광역시 서구,전체기간,1,Sunday
투썸플레이스/대전자운대점,127.35169538507544,36.39332957369892,2.0,대전광역시 유성구,전체기간,0,Friday
투썸플레이스/대전장대점,127.33503708586753,36.3598412345148,3.0,대전광역시 유성구,전체기간,0,Monday
투썸플레이스/대전전민점,127.39718536394771,36.39991598363173,1.0,대전광역시 유성구,전체기간,1,Saturday
투썸플레이스/동학사점,127.23658509661158,36.357605412321234,11.0,반포면,전체기간,0,Thursday
투썸플레이스/세종고운힐데스하임점,127.235867612259,36.5016802438845,6.0,세종특별자치시,전체기간,0,Thursday
투썸플레이스/세종고운힐스테이트점,127.23592162438248,36.52021508041872,1.0,세종특별자치시,전체기간,0,Monday
투썸플레이스/세종다정점,127.24849466480232,36.49451925799256,4.0,세종특별자치시,전체기간,0,Tuesday
투썸플레이스/세종대평펜트빌점,127.277439989035,36.4724041343336,3.0,세종특별자치시,전체기간,0,Monday
투썸플레이스/세종로데오점,127.25754315531492,36.49055390430386,2.0,세종특별자치시,전체기간,1,Sunday
투썸플레이스/세종소담레전드타워점,127.30375544895054,36.48520228072312,1.0,세종특별자치시,전체기간,1,Sunday
투썸플레이스/세종어진점,127.26215976746296,36.507304444600415,2.0,세종특별자치시,전체기간,0,Tuesday
투썸플레이스/세종조치원점,127.29223499225044,36.60498190780488,1.0,세종특별자치시,전체기간,0,Thursday
투썸플레이스/아산북수점,127.069501496485,36.7703528223688,1.0,충청남도 아산시,전체기간,0,Monday
투썸플레이스/아산이순신대로점,127.08184368962,36.7934738982298,1.0,충청남도 아산시,전체기간,1,Saturday
투썸플레이스/전주삼천점,127.1101517272688,35.79763129768628,1.0,전라북도 전주시 완산구,전체기간,1,Sunday
투썸플레이스/충남청양점,126.79993822014936,36.44775352996172,1.0,충청남도 청양군,전체기간,0,Monday
투썸플레이스/충북금왕점,127.5858393429609,36.99090910209623,1.0,충청북도 음성군,전체기간,0,Monday
트레이더스 홀세일 클럽/군포점,126.9346522880214,37.340100541211136,1.0,경기도 군포시,전체기간,1,Sunday
트레이더스 홀세일 클럽/동탄점,127.09727943239314,37.19362693201074,1.0,경기도 화성시,전체기간,1,Saturday
트레이더스 홀세일 클럽/수원점,127.04858672094,37.246227698662,1.0,경기도 수원시 영통구,전체기간,0,Tuesday
트레이더스 홀세일 클럽/안성점,127.14845207241405,36.994632634062064,1.0,경기도 안성시,전체기간,0,Friday
트레이더스 홀세일 클럽/월평점,127.3629441554117,36.35777173325781,52.0,대전광역시 서구,전체기간,1,Saturday
트레이더스 홀세일 클럽/천안아산점,127.10570281034624,36.7964999496216,10.0,충청남도 아산시,전체기간,1,Saturday
트레이더스 홀세일 클럽/킨텍스점,126.74418195728438,37.66161204402434,1.0,경기도 고양시 일산동구,전체기간,1,Sunday
트리니움여성병원,127.303532678561,36.4916037608683,4.0,세종특별자치시,전체기간,0,Wednesday
트리제이더테라스/청주산남점,127.47109944444747,36.60757205868136,1.0,충청북도 청주시 서원구,전체기간,1,Sunday
트리팜관광농원,127.0935131,36.3267212,2.0,충청남도 논산시,전체기간,1,Saturday
트리팜캠핑장,127.093512107467,36.326744675937,11.0,충청남도 논산시,전체기간,1,Saturday
튼튼키즈소아청소년과의원,127.14453404109057,36.47411706283592,1.0,월송동,전체기간,1,Saturday
티놀자애니멀파크,127.375104060751,36.4158145624816,1.0,대전광역시 유성구,전체기간,1,Saturday
티움스터디카페,127.532917555653,36.9016515424734,1.0,충청북도 진천군,전체기간,1,Saturday
틸로소피,127.388482385285,36.3438475863432,1.0,대전광역시 서구,전체기간,1,Sunday
팀아쿠아/천안점,127.12796541574562,36.77427462314797,1.0,충청남도 천안시 동남구,전체기간,1,Saturday
팀터틀랫/유성봉명점,127.345735048562,36.359266448875,1.0,대전광역시 유성구,전체기간,0,Tuesday
파라다이스스파도고,126.8859566277033,36.76611655500516,4.0,충청남도 아산시,전체기간,0,Thursday
파리바게뜨/공주신관점,127.13731586918824,36.47398587560244,7.0,신관동,전체기간,1,Saturday
파리바게뜨/공주신월점,127.14684549158956,36.47429892248723,1.0,월송동,전체기간,1,Sunday
파리바게뜨/공주월송점,127.15326938275024,36.47582736374447,2.0,월송동,전체기간,0,Thursday
파리바게뜨/공주유구점,126.95204822530462,36.5504073092665,3.0,유구읍,전체기간,1,Saturday
파리바게뜨/공주중앙점,127.124813741226,36.455452410172,6.0,중학동,전체기간,1,Saturday
파리바게뜨/공주터미널점,127.13471052277696,36.46852552517541,1.0,신관동,전체기간,0,Friday
파리바게뜨/내포신도시점,126.679285826762,36.6577115350785,1.0,충청남도 홍성군,전체기간,1,Sunday
파리바게뜨/대전갈마동산점,127.371108592806,36.3474462254182,1.0,대전광역시 서구,전체기간,1,Sunday
파리바게뜨/대전대점,127.46206348502125,36.32796568385899,1.0,대전광역시 동구,전체기간,1,Sunday
파리바게뜨/대전만년점,127.376303065126,36.3675658133659,1.0,대전광역시 서구,전체기간,1,Sunday
파리바게뜨/대전보건대점,127.45150576399604,36.34866365135687,1.0,대전광역시 동구,전체기간,0,Wednesday
파리바게뜨/대전우송대점,127.4456303496452,36.33417139645284,1.0,대전광역시 동구,전체기간,0,Thursday
파리바게뜨/대전황실점,127.37194607744844,36.36004204424138,2.0,대전광역시 서구,전체기간,1,Sunday
파리바게뜨/매탄위브점,127.04134622533046,37.264697332847724,1.0,경기도 수원시 영통구,전체기간,1,Sunday
파리바게뜨/보광점,127.00070592614848,37.526219907218696,1.0,서울특별시 용산구,전체기간,1,Sunday
파리바게뜨/세종고운점,127.23423357376068,36.50504297113845,1.0,세종특별자치시,전체기간,0,Tuesday
파리바게뜨/세종소담점,127.29736883786926,36.48288166719748,1.0,세종특별자치시,전체기간,0,Wednesday
파리바게뜨/세종종촌점,127.24970506280722,36.50477008187673,1.0,세종특별자치시,전체기간,1,Saturday
파리바게뜨/세종해밀점,127.264493765061,36.5285827183279,1.0,세종특별자치시,전체기간,1,Sunday
파리바게뜨/세종해피라움점,127.2498727702075,36.511800538224335,4.0,세종특별자치시,전체기간,0,Wednesday
파리바게뜨/신오창점,127.45160698569704,36.73401308320633,1.0,충청북도 청주시 청원구,전체기간,0,Wednesday
파리바게뜨/영광터미널점,126.50404737459684,35.275726323286705,1.0,전라남도 영광군,전체기간,0,Thursday
파리바게뜨/전북순창점,127.1406273940176,35.37676690305275,1.0,전라북도 순창군,전체기간,1,Saturday
파머스161,127.396763217167,36.3767312165251,4.0,대전광역시 대덕구,전체기간,1,Saturday
파스쿠찌/계룡DT점,127.248261741246,36.2842888165024,3.0,충청남도 계룡시,전체기간,1,Sunday
파스쿠찌/공주상왕점,127.179482963031,36.4452368488662,8.0,옥룡동,전체기간,1,Sunday
파스쿠찌/공주신관점,127.14089329868294,36.47343467499076,4.0,신관동,전체기간,0,Friday
파스쿠찌/대전봉명점,127.34477235834858,36.35723347660528,1.0,대전광역시 유성구,전체기간,0,Tuesday
파스쿠찌/대전시청점,127.38901307843616,36.34931419149198,1.0,대전광역시 서구,전체기간,1,Saturday
파스쿠찌/북대전점,127.38396593836956,36.42512155739046,2.0,대전광역시 유성구,전체기간,0,Tuesday
파스쿠찌/세종다정점,127.23605898642946,36.498536633192046,2.0,세종특별자치시,전체기간,1,Saturday
파스쿠찌/세종라온점,127.258820833001,36.5136360339993,1.0,세종특별자치시,전체기간,0,Friday
파스쿠찌/세종베스트웨스턴호텔점,127.25885457640968,36.50030067613378,3.0,세종특별자치시,전체기간,0,Friday
파스타이오,127.26118477856596,36.4878866737265,1.0,세종특별자치시,전체기간,0,Friday
파스타쿠치나,127.116955611541,37.6321530772406,2.0,경기도 구리시,전체기간,0,Wednesday
파스토/용인1센터,127.407158468994,37.1420686822528,1.0,경기도 용인시 처인구,전체기간,0,Tuesday
파이낸스타워,127.387270132892,36.3509888284552,1.0,대전광역시 서구,전체기간,0,Wednesday
파이브퍼센트,127.45129120114166,36.33155657319808,1.0,대전광역시 동구,전체기간,0,Tuesday
파크랜드/공주점,127.125028056917,36.4576549657039,1.0,중학동,전체기간,0,Thursday
파크오브드림,127.2580218,36.3687181,20.0,반포면,전체기간,0,Friday
판교집/서판교직영점,127.09180755102388,37.390168323419466,1.0,경기도 성남시 분당구,전체기간,0,Friday
판다팜/공주점,127.1365347615,36.4732004540318,12.0,신관동,전체기간,1,Sunday
팔각도/공주신관점,127.142895307301,36.4730893927164,6.0,신관동,전체기간,0,Friday
팔각도/대전봉명점,127.344238672794,36.3587480879672,1.0,대전광역시 유성구,전체기간,0,Monday
팔각도/세종나성점,127.25720189629206,36.48995446976389,3.0,세종특별자치시,전체기간,0,Thursday
팔각도/천안두정점,127.133852904321,36.8335135232198,1.0,충청남도 천안시 서북구,전체기간,0,Wednesday
팔각도/천안청당점,127.153673581381,36.78423665769333,1.0,충청남도 천안시 동남구,전체기간,0,Wednesday
팔탄실내테니스장,126.903011858098,37.165771966555,1.0,경기도 화성시,전체기간,0,Tuesday
팔팔닭떡볶이/천안불당점,127.104141630415,36.8102973493917,2.0,충청남도 천안시 서북구,전체기간,1,Sunday
팔팔무쇠삼겹,127.1364505700941,36.472501481220405,20.0,신관동,전체기간,0,Wednesday
팔팔청과상회,127.12117513888,36.4596463550936,3.0,웅진동,전체기간,0,Friday
팝볼링,127.126158451743,36.8226789050514,1.0,충청남도 천안시 서북구,전체기간,1,Sunday
팡쇼과자점,127.25935913389,36.4808976704263,4.0,세종특별자치시,전체기간,0,Thursday
팽오리농장/아산점,127.066456293034,36.8005599316867,1.0,충청남도 아산시,전체기간,0,Thursday
퍼스트랩피트니스,127.15227915845207,36.475152469681575,2.0,월송동,전체기간,1,Saturday
퍼시먼,127.2416517063835,36.35950732505397,3.0,반포면,전체기간,1,Sunday
페리카나/산성점,127.38909062426,36.3053211249561,2.0,대전광역시 중구,전체기간,1,Saturday
페스티발2,127.249250135639,36.4951755264698,1.0,세종특별자치시,전체기간,0,Monday
펫마트/익산점,126.993721274181,35.9598348543456,1.0,전라북도 익산시,전체기간,0,Friday
편안한허니연세정형외과의원,127.1294290641066,36.79802911474854,1.0,충청남도 천안시 서북구,전체기간,0,Monday
편편집/청주미평점,127.46984436872307,36.60280100591158,1.0,충청북도 청주시 서원구,전체기간,0,Monday
평농푸드,127.0729500519472,37.02594080696118,1.0,경기도 평택시,전체기간,0,Monday
평소리까페,126.99699132455449,36.5199710395062,4.0,신풍면,전체기간,1,Sunday
평송청소년문화센터,127.39186062366272,36.36578374665996,1.0,대전광역시 서구,전체기간,1,Saturday
평양원냉면,127.21681391122236,36.51045039057852,1.0,세종특별자치시,전체기간,1,Sunday
평월리경로당,126.698227725519,35.4813020945464,1.0,전라북도 고창군,전체기간,0,Friday
평촌디지털엠파이어,126.97377467938044,37.39269598516417,1.0,경기도 의왕시,전체기간,1,Saturday
평택성모병원,127.07433332418393,37.00846981786588,1.0,경기도 평택시,전체기간,0,Thursday
평택장어,126.976574749618,36.9897707939786,1.0,경기도 평택시,전체기간,1,Saturday
평택호관광단지,126.912921958086,36.9148245982564,2.0,경기도 평택시,전체기간,1,Saturday
평택휴게소,126.969245751891,37.0080070319425,3.0,경기도 평택시,전체기간,0,Thursday
평화양봉산업,127.156163226005,36.4668606194328,1.0,월송동,전체기간,0,Monday
포근베이커리,127.096489551179,37.1659147405353,2.0,경기도 화성시,전체기간,1,Sunday
포레스트스테이,127.23619330692878,36.35866430463463,8.0,반포면,전체기간,1,Sunday
포시즌무인텔,127.251858783502,36.367657603138,1.0,반포면,전체기간,1,Saturday
포시즌발리,126.96845819574308,36.7842866816144,1.0,충청남도 아산시,전체기간,1,Saturday
포시즌스호텔/서울,126.975404685018,37.5706816338885,1.0,서울특별시 중구,전체기간,1,Sunday
포토그레이/봉명점,127.344428830497,36.3581599739895,1.0,대전광역시 유성구,전체기간,1,Sunday
포토시그니처/공주대학점,127.137287300326,36.4729540527952,1.0,신관동,전체기간,0,Wednesday
폴럭스호텔,128.11816684265136,35.18477740513708,1.0,경상남도 진주시,전체기간,0,Thursday
폴바셋/청주방서DT점,127.503008324446,36.6031351351657,1.0,충청북도 청주시 상당구,전체기간,0,Friday
폼프리츠/카이스트점,127.35879870364,36.3634129865354,1.0,대전광역시 서구,전체기간,1,Saturday
