목적지명_통합,목적지X좌표,목적지Y좌표,방문건수,표시용행정구역,festival_period,is_weekend,요일
롯데백화점/안산점,126.834498457254,37.3179924380679,1.0,경기도 안산시 단원구,전체기간,1,Sunday
롯데백화점/인천점,126.701522440664,37.4424069479441,1.0,인천광역시 남동구,전체기간,1,Sunday
롯데백화점/잠실점,127.0985552869803,37.51201141930842,1.0,서울특별시 송파구,전체기간,0,Tuesday
롯데시네마/구리아울렛,127.1404302074624,37.61221566630606,1.0,경기도 구리시,전체기간,0,Friday
롯데시네마/대전,127.389359241044,36.3409753886784,1.0,대전광역시 서구,전체기간,1,Sunday
롯데시네마/대전관저,127.333718575402,36.3025443444665,6.0,대전광역시 서구,전체기간,1,Sunday
롯데시네마/대전센트럴,127.37949994237754,36.35196179392484,4.0,대전광역시 서구,전체기간,0,Monday
롯데시네마/서수원,126.9540873239049,37.27498644164401,1.0,경기도 수원시 권선구,전체기간,1,Saturday
롯데시네마/천안불당,127.108283356154,36.8132889418771,1.0,충청남도 천안시 서북구,전체기간,0,Friday
롯데시네마/판교,127.098663961987,37.41315414941647,1.0,경기도 성남시 수정구,전체기간,1,Saturday
롯데시티호텔/구로,126.89693793891084,37.48526751835009,1.0,서울특별시 구로구,전체기간,1,Sunday
롯데시티호텔/대전,127.393033915649,36.3761920277723,10.0,대전광역시 유성구,전체기간,1,Sunday
롯데시티호텔/울산,129.329624056255,35.5375509773092,1.0,울산광역시 남구,전체기간,0,Friday
롯데아울렛/부여점,126.90099484875672,36.30827078218486,94.0,충청남도 부여군,전체기간,0,Friday
롯데아울렛/청주점,127.42156642284309,36.64532216539539,9.0,충청북도 청주시 흥덕구,전체기간,1,Sunday
롯데알미늄/진천공장,127.51856275324616,36.87261889349505,1.0,충청북도 진천군,전체기간,0,Wednesday
롯데알미늄/평택공장,127.0748700610098,37.03561808455977,7.0,경기도 평택시,전체기간,0,Thursday
롯데칠성음료/대전공장,127.394720298575,36.44522655337,1.0,대전광역시 대덕구,전체기간,0,Tuesday
롯데칠성음료/서대전지점,127.29405723223138,36.346651348435074,2.0,대전광역시 유성구,전체기간,0,Tuesday
롯데프리미엄아울렛/기흥점,127.12182287105342,37.22517252218746,2.0,경기도 용인시 기흥구,전체기간,1,Sunday
롯데프리미엄아울렛/이천점,127.40047532651305,37.24235547032522,1.0,경기도 이천시,전체기간,1,Saturday
롯데하이마트/공주점,127.133757236733,36.4725616218155,8.0,신관동,전체기간,1,Saturday
롯데하이마트/당진점,126.633224846439,36.9000855268403,1.0,충청남도 당진시,전체기간,0,Friday
롯데하이마트/둔산점,127.379079303958,36.3555065472117,1.0,대전광역시 서구,전체기간,1,Saturday
롯데하이마트/보령점,126.6032518659608,36.34961588682502,2.0,충청남도 보령시,전체기간,0,Thursday
롯데하이마트/유성점,127.338173572013,36.3637254724164,1.0,대전광역시 유성구,전체기간,0,Monday
롱디커피,127.1971569972306,36.444144367540346,52.0,월송동,전체기간,1,Sunday
루미나,127.2037667072949,37.68841482509668,1.0,경기도 남양주시,전체기간,0,Friday
루바토호텔,128.548117619156,35.9146472272932,1.0,대구광역시 북구,전체기간,1,Sunday
루시룸,127.263585679589,36.4557027823254,1.0,세종특별자치시,전체기간,1,Saturday
루치아의뜰,127.12378144935764,36.45378954739816,38.0,중학동,전체기간,0,Friday
룩백,127.27437948188,36.5546549565233,1.0,세종특별자치시,전체기간,0,Thursday
룰루바베큐,127.481615741194,36.6951564276976,1.0,충청북도 청주시 청원구,전체기간,1,Saturday
룸페커/대전노은점,127.319142345873,36.3745846997339,1.0,대전광역시 유성구,전체기간,1,Saturday
류가본가,127.091476861609,36.8281245036203,1.0,충청남도 아산시,전체기간,1,Sunday
르비프,127.28976667550766,36.481267472222775,2.0,세종특별자치시,전체기간,0,Thursday
르뺑99-1,127.34727993060608,36.35790840429051,1.0,대전광역시 유성구,전체기간,0,Wednesday
르코티,127.12351128840498,36.452574721139015,5.0,중학동,전체기간,0,Tuesday
리드가스케미컬,127.41073068284472,36.37450678358382,1.0,대전광역시 대덕구,전체기간,0,Thursday
리버티세탁소,126.672337202537,36.6468177743312,1.0,충청남도 홍성군,전체기간,0,Friday
리셋/세종보람점,127.2861540288246,36.477200251892725,1.0,세종특별자치시,전체기간,1,Sunday
리소뷰티,127.460228559343,36.6312782563807,1.0,충청북도 청주시 서원구,전체기간,1,Saturday
리아스커피,127.303531562515,36.4916037637074,1.0,세종특별자치시,전체기간,1,Saturday
리앤리커피,127.249890287753,36.3607093100549,1.0,반포면,전체기간,1,Sunday
리얼사격/세종도담캠프,127.257844863469,36.5155774296453,1.0,세종특별자치시,전체기간,1,Sunday
리얼케익/테크노점,127.389780306898,36.4262823409386,2.0,대전광역시 유성구,전체기간,1,Saturday
리얼핏,128.541698138332,35.8432389911993,1.0,대구광역시 달서구,전체기간,0,Thursday
리제나호텔,127.131090830304,36.470006342204,24.0,신관동,전체기간,0,Thursday
리챠드프로헤어세종/CGV점,127.247622106148,36.5026549063194,1.0,세종특별자치시,전체기간,1,Saturday
리춘시장/평택고덕점,127.052539315998,37.0426368430574,1.0,경기도 평택시,전체기간,1,Sunday
리틀방콕/천안두정점,127.133225892352,36.8326545712903,1.0,충청남도 천안시 서북구,전체기간,1,Sunday
리틀주주,127.25783611871,36.5146240283382,1.0,세종특별자치시,전체기간,0,Tuesday
리퍼월드,127.421731644013,36.3488679635947,1.0,대전광역시 동구,전체기간,1,Saturday
릴공식서비스센터/서대전점,127.389671912253,36.3590158876102,1.0,대전광역시 서구,전체기간,0,Friday
림스카스텔라,127.090578361465,36.1971925220671,1.0,충청남도 논산시,전체기간,0,Friday
마곡모텔,127.018155674607,36.557079079956,3.0,사곡면,전체기간,0,Tuesday
마곡사,127.012295069237,36.5589954938208,334.0,사곡면,전체기간,1,Sunday
마곡사계곡,127.01529479772076,36.55943990481956,2.0,사곡면,전체기간,1,Sunday
마곡사미식정순두부/[한식],127.01955494054164,36.5565533432422,11.0,사곡면,전체기간,0,Monday
마곡사불교회관,127.128174405939,36.4719505478662,2.0,신관동,전체기간,1,Sunday
마곡사서울식당/[한식],127.019683324265,36.5561625268283,8.0,사곡면,전체기간,0,Friday
마곡사힐링펜션캠핑,127.037709448343,36.561328707631,12.0,사곡면,전체기간,1,Saturday
마라공방/세종점,127.25913069768464,36.5014328291142,1.0,세종특별자치시,전체기간,1,Saturday
마로네하우스,126.733056431923,36.0060670138327,1.0,충청남도 서천군,전체기간,0,Thursday
마루막창/수성점,128.622413677007,35.8256139907305,1.0,대구광역시 수성구,전체기간,1,Sunday
마루호텔,127.13020377889865,36.47089134247348,30.0,신관동,전체기간,0,Friday
마린참치,127.333968588367,36.3073902094364,1.0,대전광역시 서구,전체기간,0,Thursday
마마쿡/세종점,127.25713575491832,36.48952746384479,1.0,세종특별자치시,전체기간,0,Thursday
마벨독,127.28975218666,36.4785748475339,1.0,세종특별자치시,전체기간,1,Saturday
마섬포구,126.57360104743398,37.02329319575638,1.0,충청남도 당진시,전체기간,1,Sunday
마세오른,127.23283237718,36.4032089973693,31.0,반포면,전체기간,0,Friday
마스터플랜스터디카페/공주중동점,127.12433126915867,36.454746447812056,1.0,중학동,전체기간,0,Friday
마시기똥차,127.134875611176,36.4720448271084,1.0,신관동,전체기간,0,Monday
마암길희스밀,127.20065481803135,36.42630048610326,3.0,반포면,전체기간,1,Sunday
마암보건진료소,127.215533260531,36.4253290183948,1.0,반포면,전체기간,1,Saturday
마음나래의원,127.10850743875304,36.81324638544318,1.0,충청남도 천안시 서북구,전체기간,0,Tuesday
마음담아정육점,127.163693009355,36.7945626669054,1.0,충청남도 천안시 동남구,전체기간,1,Sunday
마음이편한정신과의원,127.118703305079,36.4407318312528,2.0,금학동,전체기간,0,Wednesday
마이산도립공원,127.42842556854852,35.7666974629935,2.0,전라북도 진안군,전체기간,1,Sunday
마이씨피,127.465550253219,36.2771553871815,2.0,대전광역시 동구,전체기간,0,Tuesday
마이애미/[한식],127.128035672176,36.4559523718982,3.0,옥룡동,전체기간,1,Sunday
마이크로재활병원,127.450340504129,36.6339833874994,1.0,충청북도 청주시 서원구,전체기간,0,Friday
마인드병원,127.382267608193,36.3540833486396,1.0,대전광역시 서구,전체기간,0,Thursday
마임골프클럽,127.27278306767576,36.58825058211316,4.0,세종특별자치시,전체기간,0,Friday
마정저수지,127.10230155632247,36.87599587000377,1.0,충청남도 천안시 서북구,전체기간,1,Saturday
마춤정,127.20142467440762,37.09511442919487,2.0,경기도 안성시,전체기간,0,Monday
마치광장,127.337501301118,36.2977862898484,1.0,대전광역시 서구,전체기간,1,Saturday
마키노차야/세종점,127.258458573809,36.5003736271092,2.0,세종특별자치시,전체기간,1,Sunday
마트킹/안성점,127.144971245623,36.9960750634783,1.0,경기도 안성시,전체기간,1,Saturday
마티고개,127.221430192749,36.4065558894499,2.0,반포면,전체기간,1,Sunday
마티석갈비,127.259885833331,36.369296352626,4.0,반포면,전체기간,0,Monday
막창품은뒷고기/오창산단점,127.45447388796023,36.7364369814889,1.0,충청북도 청주시 청원구,전체기간,0,Monday
만나/대흥본점,127.427325209896,36.3238062267483,1.0,대전광역시 중구,전체기간,1,Saturday
만년닭강정/두정점,127.14293772551768,36.83360657584171,1.0,충청남도 천안시 서북구,전체기간,1,Saturday
만년횟집,127.371676366178,36.3665854015874,1.0,대전광역시 서구,전체기간,0,Monday
만두스토리,127.4903020888221,36.63549992746203,1.0,충청북도 청주시 상당구,전체기간,1,Saturday
만리포글램핑,126.1479587342213,36.79655333022645,1.0,충청남도 태안군,전체기간,0,Friday
만리포해수욕장,126.140426408147,36.7847886254004,2.0,충청남도 태안군,전체기간,0,Thursday
만복생고기,127.13410062540856,36.47084024770552,3.0,신관동,전체기간,1,Saturday
만복식당,127.119119924783,36.4418428180894,1.0,금학동,전체기간,1,Saturday
만석참숯불갈비,126.664383019786,36.6052497155703,1.0,충청남도 홍성군,전체기간,1,Saturday
만세곱창/세종보람점,127.2887649858594,36.47686323740928,1.0,세종특별자치시,전체기간,0,Tuesday
만수산자연휴양림,126.709890083022,36.3384170141603,1.0,충청남도 부여군,전체기간,1,Saturday
만월호텔/유성점,127.337842021056,36.357136119732,2.0,대전광역시 유성구,전체기간,0,Tuesday
만인산자연휴양림,127.45511076795763,36.20218059827905,3.0,충청남도 금산군,전체기간,0,Thursday
만재네/세종점,127.257582007805,36.4901537067016,1.0,세종특별자치시,전체기간,1,Sunday
만전,127.312668699101,36.3923522011607,1.0,대전광역시 유성구,전체기간,0,Thursday
만초닭갈비막국수,127.119445890054,36.4424850592663,1.0,금학동,전체기간,1,Sunday
말재농원,127.22381497119405,36.410941404262985,14.0,반포면,전체기간,1,Saturday
맑은내과외과의원,127.24996365847474,36.50291766644485,2.0,세종특별자치시,전체기간,0,Monday
맑은마음병원,127.12650789187236,36.471478369798064,7.0,신관동,전체기간,0,Tuesday
맑은물공원,127.13072691102175,36.48486350049015,3.0,신관동,전체기간,0,Wednesday
맘스터치/공주대신관점,127.14020109726276,36.47370041839566,4.0,신관동,전체기간,0,Tuesday
맘스터치/공주중동점,127.124278431527,36.454184463548,7.0,중학동,전체기간,1,Saturday
맘스터치/공주터미널점,127.13442387259391,36.46936754561618,8.0,신관동,전체기간,0,Thursday
맘스터치/세종CGV점,127.24756636450634,36.50267664973124,1.0,세종특별자치시,전체기간,1,Saturday
맘스터치/평택고덕점,127.04751036113667,37.04830672757091,1.0,경기도 평택시,전체기간,0,Tuesday
맛꼬방치킨/산성점,127.394855498949,36.3096828647691,1.0,대전광역시 중구,전체기간,1,Sunday
맛나감자탕/계룡본점,127.25661907299,36.2748231097619,3.0,충청남도 계룡시,전체기간,0,Thursday
맛나감자탕/홍성1호점,126.656147348575,36.5983163106578,1.0,충청남도 홍성군,전체기간,0,Friday
맛소네,126.90806683409558,36.30499160225717,3.0,충청남도 부여군,전체기간,0,Friday
맛소야/직영점,127.414597665296,36.3388105838901,1.0,대전광역시 중구,전체기간,0,Monday
맛있는꼬기,127.123385953343,36.4569645804192,3.0,중학동,전체기간,0,Monday
맛좋은세상/[한식],127.014488867534,36.6096286088048,3.0,유구읍,전체기간,1,Sunday
망원한강공원,126.900027640945,37.5517245459018,3.0,서울특별시 마포구,전체기간,1,Saturday
망중한커피앤티,127.12120447595385,36.451712583977184,45.0,중학동,전체기간,1,Sunday
망향비빔국수/세종점,127.24915680008137,36.521777802125165,1.0,세종특별자치시,전체기간,1,Sunday
망향비빔국수/아산점,127.00756338141872,36.79867690938575,2.0,충청남도 아산시,전체기간,1,Saturday
매드블럭,127.343981401194,36.3587704570829,6.0,대전광역시 유성구,전체기간,1,Sunday
매봉작은도서관,127.103206005415,36.9961799969936,1.0,경기도 평택시,전체기간,0,Monday
매일연합의원,127.25933855726096,36.50719616429905,1.0,세종특별자치시,전체기간,0,Friday
매주리커피,127.12963315245231,36.92360569283677,1.0,충청남도 천안시 서북구,전체기간,0,Monday
매향,127.12161594927552,36.4655850923676,79.0,웅진동,전체기간,1,Saturday
맥도날드/김천평화DT점,128.117732109263,36.1280807386767,1.0,경상북도 김천시,전체기간,1,Saturday
맥도날드/대구이곡DT점,128.5082892309921,35.8550672005419,1.0,대구광역시 달서구,전체기간,1,Sunday
맥도날드/대전가수원DT점,127.3483630592118,36.303660591306,1.0,대전광역시 서구,전체기간,0,Monday
맥도날드/대전가장DT점,127.38892773742452,36.33439279748231,6.0,대전광역시 서구,전체기간,0,Friday
맥도날드/대전부사DT점,127.43177233174892,36.319822360697664,2.0,대전광역시 중구,전체기간,0,Friday
맥도날드/대전유성DT점,127.340379186801,36.3543866426275,4.0,대전광역시 유성구,전체기간,1,Saturday
맥도날드/대전한남대DT점,127.421186136201,36.358447555501,1.0,대전광역시 대덕구,전체기간,1,Saturday
맥도날드/동수원GS DT점,127.04840933182666,37.29485605773896,1.0,경기도 수원시 영통구,전체기간,0,Tuesday
맥도날드/북수원DT점,127.002662014003,37.3051692819128,1.0,경기도 수원시 장안구,전체기간,0,Monday
맥도날드/세이브존대전점,127.39553529928,36.3516646722561,1.0,대전광역시 서구,전체기간,0,Thursday
맥도날드/양평SK DT점,126.893457396957,37.5308588619941,1.0,서울특별시 영등포구,전체기간,1,Sunday
맥도날드/오산DT점,127.073860733653,37.1399372574714,1.0,경기도 오산시,전체기간,1,Sunday
맥도날드/용인수지DT점,127.10241439947929,37.33025662804653,1.0,경기도 용인시 수지구,전체기간,1,Sunday
맥도날드/천안원성DT점,127.16433903433334,36.810600657064064,3.0,충청남도 천안시 동남구,전체기간,1,Sunday
맥도날드/충남홍성DT점,126.6614470796578,36.60468450812717,4.0,충청남도 홍성군,전체기간,0,Tuesday
맥도날드/평택세교DT점,127.0844701955455,37.00542368996969,1.0,경기도 평택시,전체기간,1,Sunday
맥도날드/평택소사벌점,127.111361215004,37.0003824823411,1.0,경기도 평택시,전체기간,1,Saturday
맹사성고택,127.04183372246634,36.74680601128334,1.0,충청남도 아산시,전체기간,1,Saturday
머드비치호텔,126.51166719423566,36.314251691501205,2.0,충청남도 보령시,전체기간,1,Saturday
먹보,127.134479399374,36.4720339084484,4.0,신관동,전체기간,0,Friday
먹보부대찌개,127.11621094730192,36.4559473678445,5.0,중학동,전체기간,1,Sunday
먹성집/오송점,127.320266651638,36.6217494210467,1.0,충청북도 청주시 흥덕구,전체기간,1,Saturday
멍구리식당,127.06254927865476,36.77470006363728,1.0,충청남도 아산시,전체기간,1,Sunday
메가박스/공주,127.13889565917869,36.47356153772956,41.0,신관동,전체기간,1,Saturday
메가박스/논산,127.09915818117626,36.18976791012869,2.0,충청남도 논산시,전체기간,0,Wednesday
메가박스/대전유성,127.344558913244,36.3522839359633,1.0,대전광역시 유성구,전체기간,0,Thursday
메가박스/대전중앙로,127.42417595959552,36.32753570117512,3.0,대전광역시 중구,전체기간,1,Sunday
메가박스/대전현대아울렛,127.39975633873472,36.42327281544626,1.0,대전광역시 유성구,전체기간,1,Sunday
메가박스/세종나성,127.26363077296222,36.48351969165692,10.0,세종특별자치시,전체기간,1,Saturday
메가박스/천안,127.14792607304152,36.83236775991623,1.0,충청남도 천안시 서북구,전체기간,1,Saturday
메가박스/홍성내포,126.678983630387,36.6593796140786,1.0,충청남도 홍성군,전체기간,1,Sunday
메가커피/공주대점,127.13756750881038,36.472303348687504,32.0,신관동,전체기간,1,Saturday
메가커피/공주중동점,127.124508200987,36.456785589671,18.0,중학동,전체기간,0,Wednesday
메가타워2,127.257629373658,36.4909763608073,1.0,세종특별자치시,전체기간,1,Saturday
메디오스,127.399670911335,36.4266209224244,1.0,대전광역시 유성구,전체기간,0,Friday
메디캐치의원,127.235184965694,36.51844036232801,1.0,세종특별자치시,전체기간,0,Friday
메리봉봉/공산성점,127.12259367092577,36.4646836208252,6.0,웅진동,전체기간,0,Tuesday
메리어트 이그제큐티브 아파트먼트/서울,126.91855570262244,37.52132731628651,1.0,서울특별시 영등포구,전체기간,1,Saturday
메모리팩토리,127.248553737044,36.5217285957656,2.0,세종특별자치시,전체기간,0,Thursday
메밀정원,127.218222385072,36.4232344073492,19.0,반포면,전체기간,0,Wednesday
메밀촌,127.170114708515,36.5172789547288,3.0,의당면,전체기간,1,Saturday
메이플트리로그평택,126.837699913888,36.9905235934357,1.0,경기도 평택시,전체기간,0,Thursday
메인퍼스트,127.42637735046594,36.333183651899816,1.0,대전광역시 중구,전체기간,0,Monday
메종쇼당/세종점,127.330443792904,36.4986117371768,2.0,세종특별자치시,전체기간,1,Sunday
메콩타이/세종호수공원점,127.27155023882209,36.50419247951346,2.0,세종특별자치시,전체기간,0,Friday
메타세콰이어길,127.135145818046,36.4931148405689,224.0,의당면,전체기간,1,Sunday
멕시카나치킨/신관점,127.14752072173384,36.476740236337136,1.0,월송동,전체기간,0,Friday
멘야하나비/아산탕정점,127.08713200474398,36.78745790960454,1.0,충청남도 아산시,전체기간,0,Thursday
명가목재,127.134812705018,36.4718117135169,1.0,신관동,전체기간,1,Saturday
명곡낚시터,126.939162351814,36.5991293747526,1.0,유구읍,전체기간,0,Monday
명곡리마을회관,126.948744798456,36.6026568042166,2.0,유구읍,전체기간,1,Sunday
명도철물건재,127.12403598589,36.4607018069067,2.0,웅진동,전체기간,1,Sunday
명동칼국수샤브샤브/신관동점,127.13675696195124,36.47342265220325,3.0,신관동,전체기간,1,Sunday
명량노을지는갯마을편/태안본점,126.33401126108488,36.71729842419639,1.0,충청남도 태안군,전체기간,0,Monday
명륜등심해장국,127.13684029333,36.4728116112827,1.0,신관동,전체기간,0,Tuesday
명륜진사갈비/대전가오점,127.454783218135,36.303057120118,1.0,대전광역시 동구,전체기간,0,Friday
명륜진사갈비/대전신탄진점,127.424633131989,36.4440605292271,1.0,대전광역시 대덕구,전체기간,1,Sunday
명륜진사갈비/세종 고운점,127.23937937698082,36.50210400181408,2.0,세종특별자치시,전체기간,0,Thursday
명륜진사갈비/세종 새롬점,127.2511118722389,36.48655205486974,1.0,세종특별자치시,전체기간,1,Sunday
명륜진사갈비/세종조치원점,127.289441172197,36.6023970494667,1.0,세종특별자치시,전체기간,1,Saturday
명륜진사갈비/천안신방점,127.12779607812146,36.79372266029242,1.0,충청남도 천안시 동남구,전체기간,1,Sunday
명륜진사갈비/충남공주점,127.135645953982,36.4729504773625,11.0,신관동,전체기간,1,Sunday
명륜진사갈비/충남논산점,127.09584372127696,36.1822266196463,1.0,충청남도 논산시,전체기간,0,Monday
명륜진사갈비/충남부여점,126.906503622383,36.2788694154071,1.0,충청남도 부여군,전체기간,1,Saturday
명물옹심이메밀칼국수,127.335098032348,36.3597635625648,1.0,대전광역시 유성구,전체기간,1,Saturday
명성모텔,127.141507475319,36.3682402261343,1.0,계룡면,전체기간,0,Friday
명성불고기,127.1250523,36.4581691,73.0,중학동,전체기간,1,Sunday
명성유공압상사,127.415404155933,36.354758569459,1.0,대전광역시 대덕구,전체기간,0,Thursday
명소화/청주동남지구점,127.516828939743,36.616492939809,1.0,충청북도 청주시 상당구,전체기간,0,Friday
명신종합건재,127.11724389394328,36.48079138524723,7.0,신관동,전체기간,0,Thursday
명신철물마트,127.117730816059,36.4803939682052,14.0,신관동,전체기간,0,Wednesday
명옥헌삼대진곰탕,127.38962695413362,36.33970926481137,1.0,대전광역시 서구,전체기간,0,Friday
명인족발,127.14000687043642,36.4778538784241,2.0,신관동,전체기간,1,Sunday
명작무인텔,127.249109042044,36.366074433929,3.0,반포면,전체기간,1,Saturday
명주원,127.26413776733432,36.41242543288952,1.0,반포면,전체기간,0,Monday
명지대학교/자연캠퍼스,127.18729793101927,37.22343906361677,2.0,경기도 용인시 처인구,전체기간,0,Friday
명천종합사회복지관,126.602865154954,36.3419663290457,1.0,충청남도 보령시,전체기간,1,Sunday
명탄서원,127.156449786515,36.4585355763319,2.0,월송동,전체기간,0,Thursday
명품수선119,126.911050081267,35.1543391760127,1.0,광주광역시 동구,전체기간,0,Wednesday
명품코다리조림/아산본점,126.97003137611831,36.75763654785846,1.0,충청남도 아산시,전체기간,0,Monday
명품푸줏간,129.120515157901,35.1030585597811,1.0,부산광역시 남구,전체기간,0,Friday
명품한우타운,127.29064216853274,36.47306660470963,4.0,세종특별자치시,전체기간,0,Monday
명품한우타운/다정점,127.23565220538896,36.49874019749128,2.0,세종특별자치시,전체기간,0,Monday
명헤어살롱,126.922990286744,37.133069165712,2.0,경기도 화성시,전체기간,0,Thursday
모나밸리카페 더그린,126.992284554073,36.7507374943466,2.0,충청남도 아산시,전체기간,1,Saturday
모누,127.020722893632,37.5135463841035,3.0,서울특별시 강남구,전체기간,1,Sunday
모닝글로리/세종점,127.31217027636956,36.49810764032908,1.0,세종특별자치시,전체기간,1,Saturday
모다아울렛/대전점,127.318515433001,36.3126105754741,27.0,대전광역시 유성구,전체기간,1,Sunday
모다아울렛/천안아산점,127.101221391152,36.798549373812,6.0,충청남도 아산시,전체기간,1,Saturday
모닥303,127.471226952578,36.3218352574316,2.0,대전광역시 동구,전체기간,1,Saturday
모덕사,127.007656185593,36.4462357482508,8.0,우성면,전체기간,0,Monday
모던당구장,127.142911851511,37.4444679137901,1.0,경기도 성남시 수정구,전체기간,0,Wednesday
모던메탈,127.086420614933,35.8574618751767,1.0,전라북도 전주시 덕진구,전체기간,0,Friday
모던스토리/대전세종가구단지점,127.1977768314398,36.44422125429769,4.0,월송동,전체기간,0,Friday
모두와펜션,127.250692300786,36.3587141702243,2.0,반포면,전체기간,1,Saturday
모두휴청소년야영장,126.8526647540934,36.46776759932786,1.0,충청남도 청양군,전체기간,1,Saturday
모란반점/[중식],127.1221318304896,36.5346355558456,2.0,의당면,전체기간,1,Saturday
모란정육점식당,127.1214555696458,36.536008950512034,1.0,의당면,전체기간,0,Thursday
모리의숲,126.98515831193,36.591658271211,1.0,유구읍,전체기간,1,Sunday
모멘티브퍼포먼스머티리얼스코리아,127.07100057455666,37.22151058456258,1.0,경기도 화성시,전체기간,0,Friday
모악펜션,127.109329739198,35.7321530808299,1.0,전라북도 완주군,전체기간,0,Thursday
모어유,127.314284199696,36.3905113754918,1.0,대전광역시 유성구,전체기간,0,Friday
모을식당,127.12637999881446,36.45653074405257,7.0,옥룡동,전체기간,0,Thursday
모임공간국보,127.430447075588,36.32527656047,1.0,대전광역시 중구,전체기간,0,Thursday
모텔산,127.13067995111436,36.469569928221446,7.0,신관동,전체기간,1,Saturday
모텔애로우,127.031934703684,36.2345583980141,1.0,충청남도 논산시,전체기간,1,Saturday
모퉁이부엌,127.05365494942504,35.99227657867383,1.0,전라북도 익산시,전체기간,0,Friday
모트렉스/천안공장,127.099446943546,36.7294819876512,1.0,충청남도 천안시 동남구,전체기간,0,Thursday
목구멍/계룡점,127.2422413914589,36.29054279169457,1.0,충청남도 계룡시,전체기간,1,Saturday
목구멍/공주점,127.13678473974,36.4731449062714,9.0,신관동,전체기간,0,Friday
목구멍/세종점,127.25790137094484,36.51578457273102,1.0,세종특별자치시,전체기간,0,Thursday
목구멍/아산탕정점,127.05823711617,36.79746441208,1.0,충청남도 아산시,전체기간,0,Monday
목동교회,127.094456037849,36.3757113252968,3.0,이인면,전체기간,0,Monday
목동리남월경로당,127.09653283017336,36.38639978969498,1.0,이인면,전체기간,0,Monday
목동칼국수/관평점,127.393110515047,36.4223928156063,1.0,대전광역시 유성구,전체기간,0,Tuesday
목연식당/세종아름점,127.243120358514,36.5126363433936,1.0,세종특별자치시,전체기간,1,Saturday
목원대학교,127.33865644429132,36.3257458003222,13.0,대전광역시 서구,전체기간,1,Saturday
목월빵집,127.46586312072483,35.2148290317772,2.0,전라남도 구례군,전체기간,0,Thursday
목천2리경로당,127.115258486737,36.5170008873315,2.0,우성면,전체기간,1,Saturday
목천감리교회,127.113064329757,36.50672426972,1.0,우성면,전체기간,1,Saturday
목향커피,127.139312069594,36.4980309706242,13.0,의당면,전체기간,0,Tuesday
목화밀면&양꼬치/공주직영점,127.139923328808,36.475422442556,5.0,신관동,전체기간,1,Saturday
몰리브상가,127.247621635525,36.5025071178078,2.0,세종특별자치시,전체기간,1,Saturday
몰튼버터,127.234592140935,36.5199221243375,1.0,세종특별자치시,전체기간,0,Monday
못골어린이공원,129.090132663025,35.1396607651995,1.0,부산광역시 남구,전체기간,0,Friday
몽돌간장게장,127.466139553331,36.6104490556681,1.0,충청북도 청주시 서원구,전체기간,1,Saturday
몽산포항,126.271732270226,36.6698805247718,1.0,nan nan,전체기간,0,Friday
몽산포해수욕장,126.286618718734,36.6693903127328,1.0,충청남도 태안군,전체기간,0,Friday
몽상도취,127.37258157168,36.3521809228578,1.0,대전광역시 서구,전체기간,1,Saturday
몽심,127.42494731342248,36.35185387463499,1.0,대전광역시 동구,전체기간,1,Sunday
몽중헌/문정점,127.123451357916,37.4851831007247,1.0,서울특별시 송파구,전체기간,0,Tuesday
뫼뜰펜션,127.255469626946,36.3617416313522,1.0,반포면,전체기간,1,Saturday
무공해옹기곱창막창구이,127.528422132816,34.9517938544344,1.0,전라남도 순천시,전체기간,1,Sunday
무궁화농장펜션,127.076957756791,36.6298588153804,2.0,정안면,전체기간,1,Sunday
무궁화회관,127.12175085840867,36.4520275783658,7.0,중학동,전체기간,0,Monday
무녀2구마을버스,126.43873230875072,35.80627916751487,1.0,nan nan,전체기간,1,Saturday
무드랑,127.33811828757328,36.37103504838442,1.0,대전광역시 유성구,전체기간,1,Sunday
무드빌리지,126.92448438471384,36.29290284185276,1.0,충청남도 부여군,전체기간,0,Friday
무등시장,126.894505701981,35.1361869054739,1.0,광주광역시 남구,전체기간,1,Saturday
무등왕돈까스,126.8535664115839,35.15195332442988,1.0,광주광역시 서구,전체기간,1,Sunday
무령가든,127.108016571425,36.4559809882659,1.0,웅진동,전체기간,0,Tuesday
무령왕릉,127.11384243512126,36.46225712576811,549.0,웅진동,전체기간,1,Saturday
무르익,127.215767303769,36.4929338126211,2.0,세종특별자치시,전체기간,0,Monday
무릉관광펜션,127.1657267814,36.45375839758,2.0,월송동,전체기간,0,Friday
무모한초밥/공주신관점,127.14022095883468,36.47325702560721,1.0,신관동,전체기간,1,Sunday
무모한초밥/세종보람점,127.2861085542516,36.47515022517424,1.0,세종특별자치시,전체기간,1,Saturday
무비스모텔,127.43027227787805,36.32650098816135,1.0,대전광역시 중구,전체기간,1,Saturday
무쇠김치삼겹/대전봉명점,127.344610762603,36.3589921349324,1.0,대전광역시 유성구,전체기간,0,Tuesday
무쇠통삼겹살,127.13488654597,36.4706281882574,2.0,신관동,전체기간,1,Sunday
무아뷰헤어,127.34254276538412,36.35769408131159,1.0,대전광역시 유성구,전체기간,1,Saturday
무이사회,127.184688865671,35.8429147105337,1.0,전라북도 전주시 덕진구,전체기간,0,Monday
무인양품/롯데백화점대전점,127.38921902181978,36.3410019795376,1.0,대전광역시 서구,전체기간,1,Saturday
