목적지명_통합,목적지X좌표,목적지Y좌표,표시용행정구역,방문건수,구분
플라자CC/용인,127.14103101012638,37.13306615376026,경기도 용인시 처인구,1.0,월요일
필라리나필라테스,127.393200932002,36.4252870550549,대전광역시 유성구,1.0,월요일
하나로마트/기성농협본점,127.341076641711,36.2536540103341,대전광역시 서구,1.0,월요일
하나로타운/유구농협,126.953557460205,36.5530173676081,유구읍,2.0,월요일
한국에이엔디/대전지사,127.44823302411493,36.3584176432786,대전광역시 대덕구,1.0,월요일
한맥중공업/당진공장,126.748841085933,36.9538461029745,충청남도 당진시,1.0,월요일
한밭신화수산,127.40545105845943,36.35609405084288,대전광역시 대덕구,1.0,월요일
한살림/공주매장,127.137617959133,36.4775888486234,신관동,3.0,월요일
한성피씨건설/아산공장,126.972650872614,36.8740804621718,충청남도 아산시,1.0,월요일
한솥도시락/천안구성점,127.16379032500784,36.79132843901618,충청남도 천안시 동남구,1.0,월요일
한적골,127.138034586714,36.4778110479291,신관동,14.0,월요일
한화리조트/대천파로스,126.520038225685,36.3050494257015,충청남도 보령시,1.0,월요일
할리스/충남도청점,126.68108236057677,36.66034946114863,충청남도 홍성군,1.0,월요일
현대백화점/판교점,127.11204751299005,37.39279718014944,경기도 성남시 분당구,1.0,월요일
현대제철/당진제철소,126.72183591290718,36.98358206832624,충청남도 당진시,1.0,월요일
호서대학교/아산캠퍼스,127.0744822903379,36.73651006205298,충청남도 아산시,3.0,월요일
호텔미인,127.130979730326,36.4698674685096,신관동,22.0,월요일
홈플러스/조치원점,127.297779943859,36.5863938790709,세종특별자치시,2.0,월요일
화덕구이고등어,127.1431494637153,36.47980746032094,신관동,3.0,월요일
황간식자재마트,127.91600168382008,36.22568167881636,충청북도 영동군,1.0,월요일
훼미리낚시터,127.1669872,36.4386425,옥룡동,1.0,월요일
14-2동 임시주차장/정부세종청사,127.267012356123,36.4985578860361,세종특별자치시,1.0,금요일
88양꼬치,127.28842883817808,36.47708933993307,세종특별자치시,1.0,금요일
CU/농공휴게소점,127.158777865965,36.4818957468615,월송동,1.0,금요일
CU/연무남창점,127.030451185853,37.2951026172763,경기도 수원시 팔달구,1.0,금요일
CU/청주성모병원정문점,127.484963523222,36.6717758657947,충청북도 청주시 청원구,1.0,금요일
G7무인텔,127.251136629687,36.36718543044,반포면,1.0,금요일
GDR아카데미/세종아름점,127.242556015122,36.5110190194129,세종특별자치시,1.0,금요일
GE삼성전기조명,127.132590698502,36.4698119286807,신관동,1.0,금요일
GS25/계룡공단점,127.27836384523005,36.25999225094618,충청남도 계룡시,1.0,금요일
GS25/공주의당점,127.147033668425,36.490865166754,월송동,4.0,금요일
GS25/공주정안점,127.12181260784,36.611434584761,정안면,2.0,금요일
GS25/공주중앙점,127.12290543096069,36.45643879626306,중학동,1.0,금요일
GS더프레시/공주신관점,127.14461736103752,36.47478365394902,월송동,1.0,금요일
LF몰스토어/대전점,127.38945368457118,36.34920461534966,대전광역시 서구,1.0,금요일
LG전자베스트샵/세종본점,127.25678353795762,36.49169190040468,세종특별자치시,1.0,금요일
MTO피트니스/천안점,127.160339875985,36.818375483115,충청남도 천안시 동남구,1.0,금요일
W병원,128.544967362702,35.8526419786843,대구광역시 달서구,1.0,금요일
YBM연수원,126.9789949764472,37.19527879340388,경기도 화성시,1.0,금요일
YTN뉴스퀘어,126.892270276705,37.5790395171145,서울특별시 마포구,1.0,금요일
가마솥국밥보쌈/공주중동점,127.12368604020072,36.45375735814174,중학동,4.0,금요일
가장맛있는족발/공주점,127.13642193234897,36.47259566188321,신관동,2.0,금요일
가정열쇠,126.802198391262,36.4511474767354,충청남도 청양군,1.0,금요일
갑사식당,127.18015575253386,36.369513141622726,계룡면,1.0,금요일
강남제비스코/평택공장,126.85135915373306,36.98137926349659,경기도 평택시,1.0,금요일
개성집/공주점,127.12249297193074,36.46349257071954,웅진동,11.0,금요일
갤러리메르헨,127.38031702808,36.3850295138262,대전광역시 유성구,2.0,금요일
갤러리아울,127.251247557864,36.3864332389814,반포면,14.0,금요일
거사성가교회,127.212602499201,36.1807523376129,충청남도 논산시,1.0,금요일
건축공간연구원,127.2563168190312,36.49908058348726,세종특별자치시,1.0,금요일
계룡산갑사오리숲길,127.142321398283,36.3945646072803,계룡면,1.0,금요일
계룡산공영주차장,127.238582266597,36.358603000702,반포면,1.0,금요일
계룡산국립공원/갑사지구,127.18292046388726,36.36785162208931,계룡면,2.0,금요일
계룡산사계절펜션,127.1680102,36.3315563,계룡면,2.0,금요일
계룡치킨,127.247785174316,36.3602270586489,반포면,1.0,금요일
계성숯불닭갈비/용이점,127.13371088832,37.0002098305741,경기도 평택시,1.0,금요일
계절작업실,127.28614676596877,36.47643879039703,세종특별자치시,1.0,금요일
고기명작/율량점,127.49631831658046,36.66558793252621,충청북도 청주시 청원구,1.0,금요일
고기백화점,127.133007311199,36.4717006045515,신관동,5.0,금요일
고등어밥상,127.223292398897,36.5024361811346,세종특별자치시,2.0,금요일
고려대학교/세종캠퍼스,127.286987211083,36.6109529892437,세종특별자치시,4.0,금요일
고릴라캠핑/세종점,127.26831810646304,36.4690627646394,세종특별자치시,2.0,금요일
고복저수지,127.23547949187513,36.60633942410205,세종특별자치시,3.0,금요일
고창종합병원,126.693439360538,35.4364335924308,전라북도 고창군,1.0,금요일
곤드레쌈밥/[한식],127.11978506468652,36.60549080760822,정안면,5.0,금요일
골프존카운티/진천,127.40572717075334,36.81849428772426,충청북도 진천군,1.0,금요일
골프존파크/둔포테크노점,127.05551098091549,36.91840827403321,충청남도 아산시,1.0,금요일
골프존파크/송강티박스점,127.385734386088,36.4429057004623,대전광역시 유성구,1.0,금요일
골프존파크/종촌수스크린점,127.24763000284,36.5026810234358,세종특별자치시,1.0,금요일
곰돌이소아청소년과의원,127.249891854659,36.5031512160896,세종특별자치시,1.0,금요일
곰두리분식,127.107443373566,36.7912241740153,충청남도 아산시,1.0,금요일
곰선생동태씨,127.1432595,36.4673465,신관동,4.0,금요일
공다방,127.123063811084,36.4650901895723,웅진동,12.0,금요일
공산성/방문자센터,127.123591543858,36.4648679957674,웅진동,4.0,금요일
공주경희한방병원,127.149089140825,36.4797275605451,월송동,4.0,금요일
공주교육대학교,127.118703273214,36.4443147559923,금학동,18.0,금요일
공주국민체육센터,127.136979233163,36.4657290866582,신관동,2.0,금요일
공주기적의도서관,127.153533252086,36.472756159557,월송동,3.0,금요일
공주낚시할인마트,127.129761488807,36.4697363132163,신관동,1.0,금요일
공주대한정형외과의원,127.12416332423476,36.46035215065608,웅진동,1.0,금요일
공주도서관,127.126369191984,36.4516750722557,옥룡동,1.0,금요일
공주돈까스,127.151033740976,36.4429817628479,옥룡동,2.0,금요일
공주문예회관,127.111398227829,36.4600629174099,웅진동,7.0,금요일
공주보늬밤참,127.121675045593,36.4651179561,웅진동,2.0,금요일
공주산성시장,127.123619384291,36.457563273576,중학동,125.0,금요일
공주산성시장문화공원,127.12298055672876,36.457063326883016,중학동,7.0,금요일
공주성모안과의원,127.124258192044,36.4602851890536,웅진동,1.0,금요일
공주시가족센터,127.13276012609504,36.45328430280421,옥룡동,2.0,금요일
공주시래기감자탕,127.145460815006,35.8280500787493,전라북도 전주시 완산구,2.0,금요일
공주시립탁구체육관,127.13573451231107,36.49365367348985,의당면,1.0,금요일
